,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,Winery,Grapes,Region,Alcohol content,Pairings,imgurl,rec_id
30,30,30,30,30,30,30,30,30,30,Coq  Vino,2018,Red wine,Blend,34 ratings,"38,842",Domaine Poivre d'_e,"Shiraz/Syrah, Grenache, Carignan",France / Languedoc-Roussillon / Languedoc,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/ZtR8V2r8R9m-Fg90Y3tsTQ_pb_x600.png,"1757, 1511, 1768, 215, 1870, 815"
31,31,31,31,31,31,31,31,31,31,Se Alto,2017,Sparkling wine,Glera,34 ratings,"32,693",L'Antica Quercia,Glera,Italy / Veneto / Colli di Conegliano,13.5,,//images.vivino.com/thumbs/orE-unhxTsOCHRrfUl_r7A_150x200.jpg,"8, 15, 23, 31, 38, 41"
32,32,32,32,32,32,32,32,32,32,Aquitaine Cabernet Sauvignon,2017,Red wine,Cabernet Sauvignon,34 ratings,"37,059",Plantagenet,Cabernet Sauvignon,Australia / Western Australia / South West Australia / Great Southern / Mount Barker,13.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/ocTpPiT4Sy6d8uDBBxVJLw_pb_x600.png,"1259, 1205, 884, 1960, 1917, 1536"
33,33,33,33,33,33,33,33,33,33,Antona Garcia,2017,Red wine,Tinta de toro,35 ratings,"57,495",Rejadorada,100% Tinta de toro,Spain / Castilla y Le筌_ / Toro,14.5,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/VAJM4Bk-TT6yZCYsluPKKQ_pb_x600.png,"898, 531, 426, 1948, 2015, 1289"
34,34,34,34,34,34,34,34,34,34,Chardonnay,2018,White wine,Chardonnay,35 ratings,"35,255",Framingham,Chardonnay,New Zealand / South Island / Marlborough,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/SnNiBc8CTDeEqMtVmTjR4A_pb_x600.png,"1887, 1801, 1769, 257, 918, 170"
35,35,35,35,35,35,35,35,35,35,Les Contreforts de Montmirail Beaumes-de-Venise,2019,Red wine,Blend,35 ratings,"52,985",Che_eau La Croix des Pins,"Shiraz/Syrah, Grenache",France / Rhone Valley / Southern Rh筌_e / Beaumes-de-Venise,13.5,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/Pr0uvSXPQuKM42r1QvAabA_pb_x600.png,"1943, 1900, 224, 462, 599, 1614"
36,36,36,36,36,36,36,36,36,36,Jean Pull,2018,Red wine,Blend,36 ratings,"33,902",Domaine des Soulanes,"Grenache, Carignan",France / Vin de Pays / Pays d'Oc / C筌_es Catalanes,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/xNDh-oi2Q6OpllYU9EtToQ_pb_x600.png,"482, 1900, 1679, 1961, 195, 224"
37,37,37,37,37,37,37,37,37,37,Le Grand Clos,2019,White wine,Chenin Blanc,36 ratings,"64,023",Le Rocher des Violettes,Chenin Blanc,France / Loire Valley / Middle Loire / Touraine / Montlouis-sur-Loire,13.5,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",//images.vivino.com/thumbs/mECuLHIESy-VCqQXCnDSfA_pb_x600.png,"1722, 1964, 1308, 388, 1226, 1261"
38,38,38,38,38,38,38,38,38,38,Te_e d'Ange,2020,White wine,Chenin Blanc,37 ratings,"33,718",Manoir de la Te_e Rouge,Chenin Blanc,France / Loire Valley / Middle Loire / Saumur,13.5,,//images.vivino.com/thumbs/ck8d88wVTkiF6V4GeGtZUg_pb_x600.png,"8, 15, 23, 31, 38, 41"
39,39,39,39,39,39,39,39,39,39,Cabernet Sauvignon,2015,Red wine,Cabernet Sauvignon,37 ratings,"73,278",Peccavi,Cabernet Sauvignon,Australia / Western Australia / South West Australia / Margaret River,13.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/J63D6btyTQuRZYdxLXZPvg_pb_x600.png,"555, 920, 1856, 1329, 1331, 1463"
40,40,40,40,40,40,40,40,40,40,Tinto,2019,Red wine,Blend,38 ratings,"20,067",Casal da Coelheira,"Alicante Bouschet, Touriga Nacional, Touriga Franca",Portugal / Tejo,13.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/0Yg6cZZmSfWPB0YWSjiVug_pb_x600.png,"1497, 1367, 626, 260, 173, 510"
41,41,41,41,41,41,41,41,41,41,Rosomel Vineyard Fume Blanc,2016,White wine,Fume Blanc,38 ratings,"51,858",Hidden Bench,Fum筌 Blanc,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Beamsville Bench,13.5,,//images.vivino.com/thumbs/scBrd3x-TBSBIQxo37k3uQ_150x200.jpg,"8, 15, 23, 31, 38, 41"
42,42,42,42,42,42,42,42,42,42,Isolation Ridge Vineyard Shiraz,2018,Red wine,Shiraz/Syrah,38 ratings,"45,094",Frankland Estate,Shiraz/Syrah,Australia / Western Australia / South West Australia / Great Southern / Frankland River,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/2tDwAt04TMKGafAMsD3d2A_pb_x600.png,"253, 841, 899, 208, 1081, 1063"
43,43,43,43,43,43,43,43,43,43,Noirien Pinot Noir,2012,Red wine,Pinot Noir,38 ratings,"59,442",Scorpo,Pinot Noir,Australia / Victoria / Port Phillip / Mornington Peninsula,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/03rEeuyjRYKbwJzTk7UQyA_pb_x600.png,"1284, 1617, 642, 1495, 378, 1618"
44,44,44,44,44,44,44,44,44,44,Zinfandel,2018,Red wine,Zinfandel,39 ratings,"24,802",Ballard Lane,100% Zinfandel,United States / California / Central Coast / San Luis Obispo County / Paso Robles,14.4,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/3btT9dNLShWX9oLqGeQsgg_pb_x600.png,"1297, 608, 913, 1222, 328, 430"
45,45,45,45,45,45,45,45,45,45,Eclat de Soleil Chardonnay,2019,White wine,Chardonnay,39 ratings,"38,842",Domaine Poivre d'_e,Chardonnay,France / Languedoc-Roussillon / Languedoc,13.5,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",//images.vivino.com/thumbs/QDPEJkwPRoKUu_D4SVeaDg_pb_x600.png,"824, 702, 696, 607, 1341, 640"
46,46,46,46,46,46,46,46,46,46,Les Garrigues Sauvignon,2019,White wine,Sauvignon Blanc,39 ratings,"18,038",Mont Tauch,Sauvignon Blanc,France / Vin de Pays / Pays d'Oc,13.5,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",//images.vivino.com/thumbs/GtJ3ptk3S1Ww_gclPHGBjQ_pb_x600.png,"916, 1012, 501, 548, 1714, 886"
47,47,47,47,47,47,47,47,47,47,Vinha do Bispado Branco,2020,White wine,Rabigato,39 ratings,"14,656",CARM,100% Rabigato,Portugal / Duriense / Douro,13.0,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/vxosEjWRRXGZf14Mgv1u_w_pb_x600.png,"2, 349, 357, 699, 1069, 1949"
48,48,48,48,48,48,48,48,48,48,The Blonde Shiraz,2018,Red wine,Shiraz/Syrah,39 ratings,"69,896",Head,100% Shiraz/Syrah,Australia / South Australia / Barossa / Barossa Valley,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/BiFRu_ZCS2W9I17laxy7aw_pb_x600.png,"251, 177, 1317, 849, 373, 928"
49,49,49,49,49,49,49,49,49,49,Cabernet Sauvignon,2017,Red wine,Cabernet Sauvignon,39 ratings,"38,330",Frankland Estate,Cabernet Sauvignon,Australia / Western Australia / South West Australia / Great Southern / Frankland River,13.5,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/iOuZHDTbRiSSsNZLV2M94w_pb_x600.png,"1810, 775, 1150, 1677, 712, 702"
50,50,50,50,50,50,50,50,50,50,Le Balze di Montefioralle Chianti Classico Riserva,2012,Red wine,Sangiovese,39 ratings,"74,405",Podere Campriano,Sangiovese,Italy / Toscana / Chianti / Chianti Classico,13.5,"['Beef', 'Veal', 'Poultry']",//images.vivino.com/thumbs/nxvgdJ8FTY6gmCfQ8rw7NA_pb_x600.png,"1933, 854, 1685, 1970, 437, 1742"
51,51,51,51,51,51,51,51,51,51,Les Combettes,2019,Red wine,Marselan,40 ratings,"40,585",Domaine Anne Gros & Jean-Paul Tollot,Marselan,France / Vin de Pays / Pays d'Oc / C筌_es du Brian,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/ByiSk7DeQyCAYwTbJ12UIA_pb_x600.png,"748, 1845, 1862, 594, 1590, 1545"
52,52,52,52,52,52,52,52,52,52,Les Roses du Clos Touraine,2016,White wine,Sauvignon Gris,40 ratings,"49,603",Xavier Frissant,Sauvignon Gris,France / Loire Valley / Middle Loire / Touraine,13.5,,//images.vivino.com/thumbs/zpda39PtSU6mi7SY0bSuuQ_pb_x600.png,"8, 15, 23, 31, 38, 41"
53,53,53,53,53,53,53,53,53,53,Moordenaarskloof Chenin Blanc,2020,White wine,Chenin Blanc,40 ratings,"36,075",Dornier,100% Chenin Blanc,South Africa / Western Cape / Coastal Region / Stellenbosch,13.5,"['Shellfish', 'Spicy food', 'Lean fish', 'Mild and soft cheese']",//images.vivino.com/thumbs/8HZ1QE-cQZOCYradg6DJ0A_pb_x600.png,"130, 1778, 1834, 933, 143, 656"
54,54,54,54,54,54,54,54,54,54,The Brock Chardonnay,2017,White wine,Chardonnay,40 ratings,"33,820",Closson Chase,Chardonnay,Canada / Ontario / Niagara Peninsula,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/13YLjUZFQByUM7bEntxjSw_pb_x600.png,"1312, 573, 439, 833, 1505, 1088"
55,55,55,55,55,55,55,55,55,55,Luris,2020,White wine,Vermentino,40 ratings,"54,113",Depperu,Vermentino,Italy / Sardegna / Vermentino di Gallura,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",//images.vivino.com/thumbs/s5dSE6Q2QT6SH_aLS8uE3w_pb_x600.png,"1611, 1164, 1745, 1833, 745, 1065"
56,56,56,56,56,56,56,56,56,56,Jeudi 15,2020,Red wine,Nerello Mascalese,33 ratings,"52,985",Vino di Anna,Nerello Mascalese,Italy / Terre Siciliane,13.5,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/7bLAy3wARpu-lrxRXT98fQ_pb_x600.png,"231, 1690, 1803, 1904, 971, 1932"
57,57,57,57,57,57,57,57,57,57,Riesling,2020,White wine,Riesling,32 ratings,"28,184",Palliser Estate,Riesling,New Zealand / North Island / Wairarapa / Martinborough,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/8k4lJnaeQXiLdu0UZ3-Bgg_pb_x600.png,"146, 1041, 1828, 130, 256, 266"
58,58,58,58,58,58,58,58,58,58,Riorret The Abbey Pinot Noir,2018,Red wine,Pinot Noir,32 ratings,"76,291",De Bortoli,Pinot Noir,Australia / Victoria / Port Phillip / Yarra Valley,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/Me_wgy2EQyKkGaeX1FpvhQ_pb_x600.png,"858, 432, 1740, 112, 1442, 1763"
59,59,59,59,59,59,59,59,59,59,Rouge,2012,Red wine,Blend,28 ratings,"73,175",Clos del Rey,"Grenache, Carignan",France / Languedoc-Roussillon / C筌_es du Roussillon / C筌_es du Roussillon Villages,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/fPEOAaFqSZGms42J75a4rA_pb_x600.png,"1288, 705, 1383, 1320, 926, 692"
60,60,60,60,60,60,60,60,60,60,Diamond Collection Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,4482 ratings,"31,566",Francis Ford Coppola Winery,100% Cabernet Sauvignon,United States / California,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/UVGmV68bQC6pc42Ijq5-fA_pb_x600.png,"313, 1375, 1013, 1302, 1384, 453"
61,61,61,61,61,61,61,61,61,61,Pruno Ribera del Duero,2018,Red wine,Blend,4646 ratings,"28,696",Finca Villacreces,"90% Tinto Fino, 10% Cabernet Sauvignon",Spain / Castilla y Le筌_ / Ribera del Duero,14.0,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/VxwDl7PITsi9w5ZgXgrhzQ_pb_x600.png,"1330, 1410, 83, 1335, 471, 1733"
62,62,62,62,62,62,62,62,62,62,Prosecco,2016,Sparkling wine,Glera,6264 ratings,"54,113",Albino Armani,100% Glera,Italy / Veneto / Prosecco,11.0,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",//images.vivino.com/thumbs/zHhR-W6YRCCSltY3JOmceQ_pb_x600.png,"301, 1643, 1147, 28, 211, 431"
63,63,63,63,63,63,63,63,63,63,Brut Nature Silver Champagne Grand Cru 'Bouzy',2016,Sparkling wine,Pinot Noir,8697 ratings,"87,257",Andre Clouet,100% Pinot Noir,France / Champagne / Montagne de Reims / Champagne Grand Cru 'Bouzy',12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/E8jsksjhQHGfLFpe9MBizA_pb_x600.png,"377, 1605, 1593, 1309, 1448, 1597"
64,64,64,64,64,64,64,64,64,64,Laundry Vineyard Gamay,2018,Red wine,Gamay,25 ratings,"42,839",Southbrook,Gamay,Canada / Ontario / Niagara Peninsula / Vinemount Ridge,13.5,,//images.vivino.com/thumbs/-zjbhL9-SzinnifuONGyBg_pb_x600.png,"8, 15, 23, 31, 38, 41"
65,65,65,65,65,65,65,65,65,65,Les Bancels,2017,Red wine,Blend,25 ratings,"51,110",Ce_e_e,"Shiraz/Syrah, Grenache",France / Languedoc-Roussillon / Faug筌_es,13.5,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/e_l-fyA9Sea-bEbucGbbOw_pb_x600.png,"709, 803, 1984, 2011, 196, 935"
66,66,66,66,66,66,66,66,66,66,Graves Rouge,2019,Red wine,Blend,25 ratings,"32,693",Che_eau Boyrein,"Merlot, Cabernet Sauvignon, Cabernet Franc",France / Bordeaux / Graves,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/6sQ49h1xT_ei_JxKptvYoA_pb_x600.png,"643, 757, 655, 20, 649, 1914"
67,67,67,67,67,67,67,67,67,67,Dry White No. 1,2017,White wine,Blend,26 ratings,"110,480",Yarra Yering,"Chardonnay, S筌_illon",Australia / Victoria / Port Phillip / Yarra Valley,13.5,,//images.vivino.com/thumbs/LriQbWHlT6iKXdUd1pFwCA_pb_x600.png,"8, 15, 23, 31, 38, 41"
68,68,68,68,68,68,68,68,68,68,Chenin Blanc,2021,White wine,Chenin Blanc,27 ratings,"28,184",Voyager Estate,100% Chenin Blanc,Australia / Western Australia / South West Australia / Margaret River,13.5,,//images.vivino.com/thumbs/86TLMWGaT5q8azOhhhMUSA_pb_x600.png,"8, 15, 23, 31, 38, 41"
69,69,69,69,69,69,69,69,69,69,Pommard 'Les Perrie_es',2017,Red wine,Pinot Noir,27 ratings,"93,570",Domaine Launay-Horiot,Pinot Noir,France / Bourgogne / C筌_e de Beaune / Pommard,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/-oX8cuX2QzSzT8-2jFYRjg_pb_x600.png,"1250, 1689, 839, 446, 1651, 306"
70,70,70,70,70,70,70,70,70,70,Riesling,2019,White wine,Riesling,28 ratings,"48,476",Pegasus Bay,100% Riesling,New Zealand / South Island / Canterbury / Waipara,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/FP1QIKr5Q16FNzKdUjoNKA_pb_x600.png,"1551, 1156, 1972, 1127, 539, 706"
71,71,71,71,71,71,71,71,71,71,Costetoste Aglianico,2014,Red wine,Aglianico,28 ratings,"81,169",Fontefico,Aglianico,Italy / Abruzzo,13.5,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/AA4waqXrSk6yQ_BDEskx7g_pb_x600.png,"1186, 1932, 746, 74, 262, 1091"
72,72,72,72,72,72,72,72,72,72,H Millesime Brut Nature Champagne Premier Cru,2007,Sparkling wine,Blend,28 ratings,"152,192",M. Hostomme & Fils,"Chardonnay, Pinot Noir, Pinot Blanc",France / Champagne / Champagne Premier Cru,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/vrqDbtafT-yslF6Jr37Ccw_150x200.jpg,"1427, 1464, 1644, 333, 1585, 264"
73,73,73,73,73,73,73,73,73,73,Tramoya Verdejo,2021,White wine,Verdejo,32 ratings,"21,044",Bodegas Don Diego,Verdejo,Spain / Castilla y Le筌_ / Rueda,13.5,"['Pork', 'Shellfish', 'Vegetarian', 'Cured Meat']",//images.vivino.com/thumbs/Lz4eExJDQEucY79EP_i2-g_150x200.jpg,"1953, 303, 1982, 1958, 1934, 1998"
74,74,74,74,74,74,74,74,74,74,'G' Bianco,2019,White wine,Grecanico,40 ratings,"64,259",Vino di Anna,Grecanico,Italy / Terre Siciliane,13.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",//images.vivino.com/thumbs/qFA0Kv5GSseHbTPSXm8Uiw_pb_x600.png,"746, 620, 749, 1932, 71, 56"
75,75,75,75,75,75,75,75,75,75,Spe_burgunder Trocken,2018,Red wine,Spe_burgunder,28 ratings,"45,094",K筌_ling-Gillot,100% Sp筌_burgunder,Germany / Rheinhessen,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/-TbitHNoRfSwlszgSooktg_pb_x600.png,"8, 15, 23, 31, 38, 41"
76,76,76,76,76,76,76,76,76,76,Gravity Pinot Noir,2016,Red wine,Pinot Noir,29 ratings,"52,985",Flat Rock Cellars,Pinot Noir,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Twenty Mile Bench,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/yY1jMENJTnOem8hMv7LUDg_pb_x600.png,"1646, 1365, 478, 943, 1055, 750"
77,77,77,77,77,77,77,77,77,77,Montersino Barbaresco,2017,Red wine,Nebbiolo,29 ratings,"74,405",Vigin,Nebbiolo,Italy / Piemonte / Barbaresco,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/lnrQrD_cRJ-VnB4Vf6czpQ_pb_x600.png,"334, 1498, 1170, 1697, 1732, 894"
78,78,78,78,78,78,78,78,78,78,Chardonnay,2020,White wine,Chardonnay,30 ratings,"33,820",Main Divide,100% Chardonnay,New Zealand / South Island / Canterbury / Waipara,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/lv8SnoISRsOQ9aVAFSVmYQ_pb_x600.png,"1662, 1188, 939, 1872, 1263, 252"
79,79,79,79,79,79,79,79,79,79,Pouilly-Fuisse 'Maison du Villard',2018,White wine,Chardonnay,30 ratings,"62,578",Che_eau de Lavernette,100% Chardonnay,France / Bourgogne / M筌_onnais / Pouilly-Fuiss筌,13.5,"['Pasta', 'Vegetarian', 'Cured Meat']",//images.vivino.com/thumbs/QZle20sUTomeqT3H5bUA_A_pb_x600.png,"592, 555, 410, 181, 39, 1856"
80,80,80,80,80,80,80,80,80,80,Athena's Vineyard Chardonnay,2017,White wine,Chardonnay,30 ratings,"39,457",Bellvale,100% Chardonnay,Australia / Victoria / Gippsland,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/-bEQzRC9RJ6xyKuEYpAQfw_pb_x600.png,"574, 1635, 1780, 780, 868, 305"
81,81,81,81,81,81,81,81,81,81,Ancienne Pinot Noir,2018,Red wine,Pinot Noir,30 ratings,"56,367",Lightfoot & Wolfville,Pinot Noir,Canada / Nova Scotia,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/FeduSUSeQbK8t1ckmSnOjg_pb_x600.png,"826, 388, 1308, 804, 791, 760"
82,82,82,82,82,82,82,82,82,82,Pe_ige_ Pinot Noir,2019,Red wine,Pinot Noir,31 ratings,"38,842",Vignoble des 2 Lunes,Pinot Noir,France / Alsace,13.0,"['Veal', 'Game (deer, venison)', 'Poultry', 'Mushrooms']",//images.vivino.com/thumbs/wg96Waf8SqyP8xreuZK5kQ_pb_x600.png,"822, 793, 826, 200, 81, 388"
83,83,83,83,83,83,83,83,83,83,"Aimer,Re_er, Prier, Se Taire Pinot Noir - Jeues Vignes",2015,Red wine,Pinot Noir,31 ratings,"78,556",Domaine du Clos des F筌_s,Pinot Noir,France / Languedoc-Roussillon,14.0,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/2pxPbM9uSUCcJrA1pMLJeg_pb_x600.png,"487, 1410, 471, 1733, 61, 1631"
84,84,84,84,84,84,84,84,84,84,Les Crenilles Bourgogne,2018,White wine,Chardonnay,32 ratings,"31,566",Domaine Dubreuil-Fontaine,100% Chardonnay,France / Bourgogne,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",//images.vivino.com/thumbs/GYVlzWBjQdeP2hof1XXAGA_pb_x600.png,"1265, 274, 1557, 486, 572, 417"
85,85,85,85,85,85,85,85,85,85,Calendes Crozes-Hermitage,2020,Red wine,Shiraz/Syrah,33 ratings,"48,476",Ferraton Pe_e & Fils,Shiraz/Syrah,France / Rhone Valley / Northern Rh筌_e / Crozes-Hermitage,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/qlVb7QOuTmKobcIgIHH6LQ_pb_x600.png,"650, 515, 1392, 766, 206, 348"
86,86,86,86,86,86,86,86,86,86,Corps de Garde Bourgogne Ce_es d'Auxerre Blanc,2018,White wine,Chardonnay,40 ratings,"54,881",Goisot,Chardonnay,France / Bourgogne / Bourgogne C筌_es d'Auxerre,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",//images.vivino.com/thumbs/XlzRRCDzTpWfpc7qNDeMgQ_pb_x600.png,"1, 312, 351, 1248, 2011, 1829"
87,87,87,87,87,87,87,87,87,87,Lote Especial Syrah,2019,Red wine,Shiraz/Syrah,43 ratings,"33,820",Colom筌,100% Shiraz/Syrah,Argentina / Salta / Calchaqui Valley / Cafayate Valley,14.8,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/nTI8fBc_SZG6Wsl6ZUMYMA_pb_x600.png,"1880, 339, 929, 273, 1677, 1094"
88,88,88,88,88,88,88,88,88,88,Neo Nervis,2014,White wine,Macabeo,41 ratings,"51,110",La Nouvelle Don(n)e,Macabeo,France / Vin de Pays / Pays d'Oc / C筌_es Catalanes,13.5,,//images.vivino.com/thumbs/SPtB-D1fS2a52hk00n5V9w_pb_x600.png,"8, 15, 23, 31, 38, 41"
89,89,89,89,89,89,89,89,89,89,Hermes Diactoros II,2019,White wine,Chardonnay,41 ratings,"37,407",_ina Romana,Chardonnay,Italy / Lazio,13.5,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/2OUvxaDqQXafLdnkk-771w_pb_x600.png,"551, 991, 1872, 1233, 1633, 831"
90,90,90,90,90,90,90,90,90,90,G17 Syrah,2018,Red wine,Shiraz/Syrah,52 ratings,"43,967",Morgan,100% Shiraz/Syrah,United States / California / Central Coast / Monterey County / Monterey,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/LUyvTsDcTIekdsNdCTERWA_pb_x600.png,"693, 1044, 1920, 1369, 732, 1486"
91,91,91,91,91,91,91,91,91,91,Groundwork Syrah,2017,Red wine,Shiraz/Syrah,52 ratings,"40,585",Sans Liege Wines,100% Shiraz/Syrah,United States / California / Central Coast / Santa Barbara County,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/mdPmFYC8RTy__A_rhiaaPw_pb_x600.png,"1764, 1148, 1080, 2007, 1182, 745"
92,92,92,92,92,92,92,92,92,92,Ravan,2016,White wine,Sauvignon Blanc,52 ratings,"60,877",Kabaj,Sauvignon Blanc,Slovenia / Primorje / Gori_a Brda,13.5,,//images.vivino.com/thumbs/dZtcxqKKSjekz3AMlcv-lA_pb_x600.png,"8, 15, 23, 31, 38, 41"
93,93,93,93,93,93,93,93,93,93,Gewe_ztraminer Alsace Grand Cru 'Zotzenberg',2017,White wine,Gewe_ztraminer,53 ratings,"42,019",Lucas & Andr筌 Rieffel,Gew筌_ztraminer,France / Alsace / Alsace Grand Cru / Alsace Grand Cru 'Zotzenberg',13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",//images.vivino.com/thumbs/useU2jXURMqdQnV9kA1c2A_150x200.jpg,"689, 1959, 1421, 799, 1588, 1407"
94,94,94,94,94,94,94,94,94,94,Winkeler Riesling Trocken,2020,White wine,Riesling,54 ratings,"37,202",Allendorf,Riesling,Germany / Rheingau,13.5,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/PyaClqEQRFufj-NmKqaVuA_pb_x600.png,"1775, 1053, 2002, 1471, 1559, 700"
95,95,95,95,95,95,95,95,95,95,Late Bottled Vintage Port,2016,Fortified Wine,Blend,54 ratings,"27,056",Quevedo,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",Portugal / Duriense / Porto,19.5,"['Beef', 'Mature and hard cheese']",//images.vivino.com/thumbs/QqJbwqoASu23B438vpQsXw_pb_x600.png,"8, 15, 23, 31, 38, 41"
96,96,96,96,96,96,96,96,96,96,Bergerac Rouge,2015,Red wine,Merlot,54 ratings,"31,115",Che_eau Vari,Merlot,France / South West France / Guyenne / Bergerac,13.5,,//images.vivino.com/thumbs/wjLRkLOkRgGEdkOIUSTakg_pb_x600.png,"8, 15, 23, 31, 38, 41"
97,97,97,97,97,97,97,97,97,97,Tribun,2018,Red wine,Blend,55 ratings,"22,096",Alira,"Feteasca Neagra, Cabernet Sauvignon, Merlot",Romania / Murfatlar,14.5,,//images.vivino.com/thumbs/FsdotbX9SEKzO3CF2aLfBg_pb_x600.png,"8, 15, 23, 31, 38, 41"
98,98,98,98,98,98,98,98,98,98,Killer Drop Red,2019,Red wine,Zinfandel,60 ratings,"42,839",689 - Six Eight Nine,Zinfandel,United States / California,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/x5V1DhRYSUenFSM3M3sAng_pb_x600.png,"949, 220, 1048, 393, 1566, 173"
