,Unnamed: 0,Unnamed: 0.1,wine_id,name,vintage,wine_type,grape_simple,rating_num,kprice,imgurl
1006,1006,1006,1006,Crianza,2018,Red wine,Blend,2283 ratings,"21,420",//images.vivino.com/thumbs/LX6nMjulRkew8sMd9zxLiw_pb_x600.png
1007,1007,1007,1007,Sans Heir Sauvignon Blanc,2016,White wine,Sauvignon Blanc,25 ratings,"51,858",//images.vivino.com/thumbs/Soe0gAwOQr69Wyj9oeR0UA_pb_x600.png
1008,1008,1008,1008,L'Oca,2017,White wine,Macabeo,25 ratings,"87,697",//images.vivino.com/thumbs/_eHlGEJETjeMV6fFl3ndUg_150x200.jpg
1009,1009,1009,1009,Feteasc Neagr,2015,Red wine,Feteasca Neagra,25 ratings,"29,311",//images.vivino.com/thumbs/yszdrr0pRS2EeUlg49N73Q_pb_x600.png
1010,1010,1010,1010,Muscat Petit Grain,2020,White wine,Muscat Blanc,26 ratings,"35,870",//images.vivino.com/thumbs/brhjmotjS4CJ-eX8POmaSg_pb_x600.png
1011,1011,1011,1011,Stemma Fiano di Avellino,2019,White wine,Fiano,25 ratings,"45,094",//images.vivino.com/thumbs/FcHLPJ4cQry3Ns46yYR3VA_pb_x600.png
1012,1012,1012,1012,Les Climats Saint-Ve_an,2020,White wine,Chardonnay,39 ratings,"46,016",//images.vivino.com/thumbs/yQme_8u6Tj-_HeU1tMhZBw_pb_x600.png
1013,1013,1013,1013,G.B. Crane Vineyard Cabernet Sauvignon,2015,Red wine,Blend,93 ratings,"405,845",//images.vivino.com/thumbs/y3AWKpwhQcCwKIz09e2onw_pb_x600.png
1014,1014,1014,1014,Vie_ El Pison,2018,Red wine,Tempranillo,35 ratings,"507,307",//images.vivino.com/thumbs/cYXqxG0zQaWjlB7FtNfZLQ_pb_x600.png
1015,1015,1015,1015,Tre Leoni Red Blend,2017,Red wine,Cabernet Sauvignon,427 ratings,"54,113",//images.vivino.com/thumbs/cdOTuzKmQBCB7Bpp2FGTiQ_pb_x600.png
1016,1016,1016,1016,N?_ticchia Etna,2016,Red wine,Nerello Mascalese,299 ratings,"87,933",//images.vivino.com/thumbs/qTLOUKa3Qyu4YFmqaOZQsQ_pb_x600.png
1017,1017,1017,1017,Lastricato Chianti Rufina Riserva,2015,Red wine,Sangiovese,308 ratings,"50,085",//images.vivino.com/thumbs/wN7p6Pu7SGyweYyIabnJ6A_pb_x600.png
1018,1018,1018,1018,Lauren's Single Vineyard Agrelo Malbec,2017,Red wine,Malbec,310 ratings,"56,367",//images.vivino.com/thumbs/1Xgbju9tTpSEJGYQNT6YEg_pb_x600.png
1019,1019,1019,1019,2?R Priorat,2018,Red wine,Blend,330 ratings,"59,073",//images.vivino.com/thumbs/_xGiuBdBSoiRU1vxYhH4NA_pb_x600.png
1020,1020,1020,1020,El Seque,2019,Red wine,Monastrell,351 ratings,"65,837",//images.vivino.com/thumbs/uhYN-qTpS7ajOJCpycOnaQ_pb_x600.png
1021,1021,1021,1021,Ce_e de Brouilly Cuve_ Zaccharie,2019,Red wine,Gamay,350 ratings,"73,278",//images.vivino.com/thumbs/FnfPg47KTzq52MxwlxWiMw_pb_x600.png
1022,1022,1022,1022,The Marl Shiraz,2019,Red wine,Shiraz/Syrah,358 ratings,"33,533",//images.vivino.com/thumbs/wG7q5gKTSpaEu8WtjhQ4fQ_pb_x600.png
1023,1023,1023,1023,Ruinas Colli del Limbara,2020,White wine,Vermentino,368 ratings,"65,386",//images.vivino.com/thumbs/ienZfhlYS_y0a49YTBVgJA_pb_x600.png
1024,1024,1024,1024,Alpilles Rouge,2005,Red wine,Cabernet Sauvignon,377 ratings,"338,204",//images.vivino.com/thumbs/Nsc9RXDOQnihxD0hvLXEPA_pb_x600.png
1025,1025,1025,1025,Aristargos,2017,White wine,Blend,391 ratings,"51,745",//images.vivino.com/thumbs/4KqQS1p2T-CSfETJ86Hkcg_pb_x600.png
1026,1026,1026,1026,Cumberland Reserve Pinot Noir,2019,Red wine,Pinot Noir,397 ratings,"81,169",//images.vivino.com/thumbs/htQ1kbNKQVWMY9YxkVXylg_pb_x600.png
1027,1027,1027,1027,Sauvignon Blanc,2021,White wine,Sauvignon Blanc,408 ratings,"31,279",//images.vivino.com/thumbs/HGlwrbsxQU29VCfodQHcag_pb_x600.png
1028,1028,1028,1028,Selvabianca Vernaccia di San Gimignano,2020,White wine,Vernaccia di San Gimignano,424 ratings,"30,664",//images.vivino.com/thumbs/wEO75A-ST0SWFzawjkK_4w_pb_x600.png
1029,1029,1029,1029,Reserve Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,444 ratings,"89,962",//images.vivino.com/thumbs/1M0nO8AUQHeXCnr97XEoMg_pb_x600.png
1030,1030,1030,1030,Chakalaka,2017,Red wine,Blend,260 ratings,"43,403",//images.vivino.com/thumbs/1lAX9HvdRJ6EMXLh9ryIlA_pb_x600.png
1031,1031,1031,1031,Conte Giangirolamo,2012,Red wine,Blend,459 ratings,"163,465",//images.vivino.com/thumbs/pqEyzz-PTim993a9j0XriA_pb_x600.png
1032,1032,1032,1032,Petite Sirah - Cabernet Sauvignon,2016,Red wine,Blend,483 ratings,"131,900",//images.vivino.com/thumbs/NITFQr2yTG6rQthtTSKsiw_pb_x600.png
1033,1033,1033,1033,Yarden Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,496 ratings,"47,912",//images.vivino.com/thumbs/gv7KewtcTHW_vyLF_qpZ9A_pb_x600.png
1034,1034,1034,1034,Haut-Me_oc,1999,Red wine,Blend,505 ratings,"112,735",//images.vivino.com/thumbs/BlR4T429TiKR6WibGL9VxQ_pb_x600.png
1035,1035,1035,1035,Vigna del Sorbo Gran Selezione Chianti Classico,2014,Red wine,Blend,508 ratings,"104,843",//images.vivino.com/thumbs/tfFnZomGTou-nv29pWNRIg_pb_x600.png
1036,1036,1036,1036,Brunello di Montalcino,2015,Red wine,Sangiovese,522 ratings,"60,467",//images.vivino.com/thumbs/V_cipzwXQem6mQg5H9jbmA_pb_x600.png
1037,1037,1037,1037,Princes Extra Brut Champagne,2016,Sparkling wine,Blend,540 ratings,"135,282",//images.vivino.com/thumbs/YJBV705uTkCn3nMub1q6Vg_pb_x600.png
1038,1038,1038,1038,Pauillac (Grand Cru Classe),1998,Red wine,Blend,581 ratings,"507,307",//images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_x600.png
1039,1039,1039,1039,Alpilles Rouge,2013,Red wine,Blend,595 ratings,"338,204",//images.vivino.com/thumbs/Nsc9RXDOQnihxD0hvLXEPA_pb_x600.png
1040,1040,1040,1040,Zinfandel - Syrah,2016,Red wine,Shiraz/Syrah,684 ratings,"131,900",//images.vivino.com/thumbs/8J3Y7Rj2R2Catc2bRYX1rg_pb_x600.png
1041,1041,1041,1041,Wild Sauvignon,2018,White wine,Sauvignon Blanc,694 ratings,"43,116",//images.vivino.com/thumbs/wwYbMc7BTC6nl_2wafBQdw_pb_x600.png
1042,1042,1042,1042,Saint-_ilion Grand Cru,2018,Red wine,Blend,707 ratings,"74,405",//images.vivino.com/thumbs/T9V8rbmAQfCXyolEsO8aJA_pb_x600.png
1043,1043,1043,1043,Princes Rose Champagne,2016,Sparkling wine,Pinot Noir,845 ratings,"135,282",//images.vivino.com/thumbs/yZopA5yDS_aFSW7F7cJz2g_pb_x600.png
1044,1044,1044,1044,Pinotage,2019,Red wine,Pinotage,290 ratings,"60,262",//images.vivino.com/thumbs/2O6oLenoS0WCNh0_vcA4Xw_pb_x600.png
1045,1045,1045,1045,Pinot Noir,2018,Red wine,Pinot Noir,257 ratings,"107,098",//images.vivino.com/thumbs/xLJ7bzecQq-TMB5_-GPVmg_pb_x600.png
1046,1046,1046,1046,Sanford & Benedict Chardonnay,2018,White wine,Chardonnay,60 ratings,"77,787",//images.vivino.com/thumbs/xshHzgpDTu-WJP9hJ8TwUw_pb_x600.png
1047,1047,1047,1047,La Bandina Valpolicella Superiore,2017,Red wine,Blend,190 ratings,"41,712",//images.vivino.com/thumbs/ybLtFHc6T1CjxgGk3RILHA_pb_x600.png
1048,1048,1048,1048,Silente delle Marne,2013,White wine,Chardonnay,136 ratings,"146,555",//images.vivino.com/thumbs/m5YZFcEDRVOW1261zAcqBw_pb_x600.png
1049,1049,1049,1049,Montefalco Sagrantino,2013,Red wine,Sagrantino,139 ratings,"81,169",//images.vivino.com/thumbs/QLFLw88aTRqLUDRQs2-siw_pb_x600.png
1050,1050,1050,1050,Barolo,2017,Red wine,Nebbiolo,144 ratings,"62,004",//images.vivino.com/thumbs/Q9pYatX3QBmkoz0-L0XOfQ_pb_x600.png
1051,1051,1051,1051,40 Year Old Port,2016,Fortified Wine,Blend,143 ratings,"202,923",//images.vivino.com/thumbs/iXsAhRLHSbyfTCJoVKRBZQ_pb_x600.png
1052,1052,1052,1052,Descendant,2015,Red wine,Shiraz/Syrah,145 ratings,"202,923",//images.vivino.com/thumbs/CLT4C4kPQFmigJ2WCIDziA_pb_x600.png
1053,1053,1053,1053,Combe Chenin Blanc,2017,White wine,Chenin Blanc,149 ratings,"80,042",//images.vivino.com/thumbs/fZiYzAiqRgyr1q7ifw85Kw_pb_x600.png
1054,1054,1054,1054,Dry Red No. 2,2015,Red wine,Shiraz/Syrah,154 ratings,"110,480",//images.vivino.com/thumbs/eQbaCSKyToaksMaxUX3fTQ_pb_x600.png
1055,1055,1055,1055,Reserve Pinot Noir,2017,Red wine,Pinot Noir,158 ratings,"67,641",//images.vivino.com/thumbs/51sm2LJKTV25mifVCIHtAg_pb_x600.png
1056,1056,1056,1056,Carmignano Riserva,2018,Red wine,Sangiovese,161 ratings,"75,532",//images.vivino.com/thumbs/aSNuFGwcSWu_h1-HLG6AaQ_pb_x600.png
1057,1057,1057,1057,Il Favot Langhe Nebbiolo,2018,Red wine,Nebbiolo,169 ratings,"107,098",//images.vivino.com/thumbs/iKvBmiEATyeM78106ITUKg_pb_x600.png
1058,1058,1058,1058,Margaret Red,2017,Red wine,Cabernet Sauvignon,181 ratings,"72,007",//images.vivino.com/thumbs/GArIAGEqRG2LtdeF6PJlBQ_pb_x600.png
1059,1059,1059,1059,Stoan,2020,White wine,Gewe_ztraminer,186 ratings,"52,268",//images.vivino.com/thumbs/depB6Xz7QHOAP-N158iXKQ_pb_x600.png
1060,1060,1060,1060,Carpino Merlot,2015,Red wine,Merlot,187 ratings,"74,405",//images.vivino.com/thumbs/nDKbhRUNRemwPHj6Wdyvug_pb_x600.png
1061,1061,1061,1061,Mercurey,2019,Red wine,Pinot Noir,198 ratings,"48,517",//images.vivino.com/thumbs/7e17CEa6SZe6xdxJBizSWg_pb_x600.png
1062,1062,1062,1062,Morey-Saint-Denis,2013,Red wine,Pinot Noir,255 ratings,"111,676",//images.vivino.com/thumbs/CvJNWjhDTPK9pHEyrr1G3w_pb_x600.png
1063,1063,1063,1063,Yarden Syrah,2018,Red wine,Shiraz/Syrah,205 ratings,"54,113",//images.vivino.com/thumbs/tJTHnHDYR4i9WdGTZHVs7Q_pb_x600.png
1064,1064,1064,1064,Bourgogne Chardonnay,2019,White wine,Chardonnay,213 ratings,"51,858",//images.vivino.com/thumbs/NpfEWrsETTWP36pZ1BQL0w_pb_x600.png
1065,1065,1065,1065,Vinhas Velhas Reserva Tinto,2013,Red wine,Blend,216 ratings,"67,754",//images.vivino.com/thumbs/X_BVkOQsROS5eu437AEH1Q_pb_x600.png
1066,1066,1066,1066,Sogno Mediterraneo (Mediterranean Blend),2018,Red wine,Shiraz/Syrah,226 ratings,"37,018",//images.vivino.com/thumbs/CdRoGgsxSRutwa7ee9yVow_pb_x600.png
1067,1067,1067,1067,Amarone della Valpolicella,2012,Red wine,Corvina,224 ratings,"135,282",//images.vivino.com/thumbs/ia3M13WwQPOaZv0Rh-gzug_pb_x600.png
1068,1068,1068,1068,Il Sasso Carmignano,2019,Red wine,Sangiovese,234 ratings,"57,495",//images.vivino.com/thumbs/m8BWtlavS6KoKgj2jkU14Q_pb_x600.png
1069,1069,1069,1069,Visol Gran Reserva Brut Nature,2013,Sparkling wine,Blend,236 ratings,"47,912",//images.vivino.com/thumbs/7r7xIlUWT9asFt-a0U_EJg_pb_x600.png
1070,1070,1070,1070,Bannockburn Pinot Noir,2020,Red wine,Pinot Noir,237 ratings,"85,678",//images.vivino.com/thumbs/fkOCknZhTRa9_Qw1TMg0Qw_pb_x600.png
1071,1071,1071,1071,Barbaresco Riserva Pora,2015,Red wine,Nebbiolo,241 ratings,"84,551",//images.vivino.com/thumbs/sDdx8An6SQO2j-Yx_22nkQ_pb_x600.png
1072,1072,1072,1072,Merlot,2018,Red wine,Merlot,244 ratings,"56,367",//images.vivino.com/thumbs/_I4TlVjZRNignHi2QjMExA_pb_x600.png
1073,1073,1073,1073,Me_on-Cruzille 'Les Genie_rie_es',2018,White wine,Chardonnay,245 ratings,"69,414",//images.vivino.com/thumbs/L0AqAP5jSSaGi2sz1bX68g_pb_x600.png
1074,1074,1074,1074,Vinhas Velhas Reserva Tinto,2011,Red wine,Blend,250 ratings,"67,754",//images.vivino.com/thumbs/X_BVkOQsROS5eu437AEH1Q_pb_x600.png
1075,1075,1075,1075,Ballet d'Octobre Jurane_n,2019,Dessert wine,Petit Manseng,253 ratings,"37,202",//images.vivino.com/thumbs/CLlg1szwTh6fNWb8daGliA_pb_x600.png
1076,1076,1076,1076,Terrasses du Larzac,2014,Red wine,Blend,858 ratings,"157,829",//images.vivino.com/thumbs/Z7Ko1ocQRUOjIW5u-Nuizg_pb_x600.png
1077,1077,1077,1077,Crianza,2019,Red wine,Tempranillo,982 ratings,"42,163",//images.vivino.com/thumbs/a752NpqASDGyz9ZuOnq0gA_pb_x600.png
1078,1078,1078,1078,Pinot Noir,2016,Red wine,Pinot Noir,1042 ratings,"65,950",//images.vivino.com/thumbs/asTaWahBSHa8yjGbl11-AA_pb_x600.png
1079,1079,1079,1079,Altare,2019,White wine,Trebbiano,44 ratings,"53,436",//images.vivino.com/thumbs/eg3t7i3NTqyiw2YYLof6bg_pb_x600.png
1080,1080,1080,1080,Vinhas Velhas Reserva Tinto,2018,Red wine,Blend,34 ratings,"24,576",//images.vivino.com/thumbs/iwLmuj2-RM6mBOLN-rNL-A_pb_x600.png
1081,1081,1081,1081,The Brunette Shiraz,2018,Red wine,Shiraz/Syrah,34 ratings,"89,061",//images.vivino.com/thumbs/Nr-iHT7HQfCIgc1XojwElQ_pb_x600.png
1082,1082,1082,1082,Historique Jurane_n Moelleux,2017,Dessert wine,Blend,36 ratings,"40,892",//images.vivino.com/thumbs/pqjIWMKiTx-yKnSqqsrH1Q_pb_x600.png
1083,1083,1083,1083,Riserva Bussia Barolo,2013,Red wine,Nebbiolo,36 ratings,"145,530",//images.vivino.com/thumbs/dNSkY7BMSc-yqec-JlpIxw_150x200.jpg
1084,1084,1084,1084,La Bora di Kante,2012,White wine,Chardonnay,36 ratings,"80,042",//images.vivino.com/thumbs/uRbNHE0cTwOXKZ6SQXx1rA_pb_x600.png
1085,1085,1085,1085,Wehlener Sonnenuhr Riesling Auslese,2020,White wine,Riesling,37 ratings,"101,461",//images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x600.png
1086,1086,1086,1086,Outer Limits Vineyard Syrah,2014,Red wine,Shiraz/Syrah,38 ratings,"112,735",//images.vivino.com/thumbs/0-z7_xKuQhOdTzoACMnbTw_pb_x600.png
1087,1087,1087,1087,Barbaresco Basarin,2018,Red wine,Nebbiolo,39 ratings,"130,321",//images.vivino.com/thumbs/yYK2k7qHR1qnl6PG8rrtjA_pb_x600.png
1088,1088,1088,1088,Chardonnay,2020,White wine,Chardonnay,39 ratings,"92,443",//images.vivino.com/thumbs/m-jZ6_IiQXuvfwAAMq9-YQ_pb_x600.png
1089,1089,1089,1089,Bouches-du-Rhe_e Red,1995,Red wine,Blend,40 ratings,"450,939",//images.vivino.com/thumbs/nuZMOJWRQYGmmMrPLDXdHw_pb_x600.png
1090,1090,1090,1090,Noon Eclipse,2018,Red wine,Grenache,41 ratings,"135,282",//images.vivino.com/thumbs/oczr9epPQkaRComeHeioFA_pb_x600.png
1091,1091,1091,1091,Taurasi,2015,Red wine,Aglianico,43 ratings,"81,169",//images.vivino.com/thumbs/EnFgJam2Ql-yzHRKj9mQ_Q_pb_x600.png
1092,1092,1092,1092,Ancienne Chardonnay,2017,White wine,Chardonnay,43 ratings,"56,367",//images.vivino.com/thumbs/sabLvdtfRCau_S2r_UfMUQ_pb_x600.png
1093,1093,1093,1093,Elise,2012,Red wine,Blend,44 ratings,"72,099",//images.vivino.com/thumbs/bGvvg0PZSEG6pbslue4Zlg_pb_x600.png
1094,1094,1094,1094,Edda Bianco,2020,White wine,Chardonnay,1558 ratings,"31,002",//images.vivino.com/thumbs/YJncOtU2QtixhVYrgufSGw_pb_x600.png
1095,1095,1095,1095,Charmes-Chambertin Grand Cru,2014,Red wine,Pinot Noir,45 ratings,"248,017",//images.vivino.com/thumbs/uUp8CXHpR0SHVqIaYqB2eA_pb_x600.png
1096,1096,1096,1096,Malo Diamond Tinto,2015,Red wine,Blend,45 ratings,"25,591",//images.vivino.com/thumbs/HQUgff97TsuDNOEK8rZZEw_pb_x600.png
1097,1097,1097,1097,Muntada Ce_es du Roussillon Villages,2000,Red wine,Garnacha,46 ratings,"270,564",//images.vivino.com/thumbs/EDb2Sh8WRjOLVomeQ9LSkg_pb_x600.png
1098,1098,1098,1098,Giachini Barolo,2016,Red wine,Nebbiolo,51 ratings,"99,207",//images.vivino.com/thumbs/mvppwFX-QMeyYFXH2zlEjA_pb_x600.png
1099,1099,1099,1099,Barolo Bussia Cicala,2017,Red wine,Nebbiolo,50 ratings,"293,111",//images.vivino.com/thumbs/5EOerDW0TdGAvLPgvfqR-w_pb_x600.png
1100,1100,1100,1100,Reserve Cabernet Sauvignon,2017,Red wine,Cabernet Sauvignon,52 ratings,"86,939",//images.vivino.com/thumbs/qz5HmRrQQBS3oFXOAwtyIQ_pb_x600.png
1101,1101,1101,1101,Cornish Point Pinot Noir,2020,Red wine,Pinot Noir,53 ratings,"103,716",//images.vivino.com/thumbs/jTWj2HHHQVyjPwkWNFuDlA_pb_x600.png
1102,1102,1102,1102,Pouilly-Fuisse 'Vers Che_e',2017,White wine,Chardonnay,53 ratings,"70,972",//images.vivino.com/thumbs/wEJtRUDxQFiQdhZeU_8O8g_pb_x600.png
1103,1103,1103,1103,Stellenbosch Vineyards Syrah,2019,Red wine,Shiraz/Syrah,54 ratings,"62,004",//images.vivino.com/thumbs/W001WYWoSny4lMQHLDK07A_pb_x600.png
1104,1104,1104,1104,Chassagne-Montrachet Vieilles Vignes,2019,Red wine,Chardonnay,54 ratings,"74,405",//images.vivino.com/thumbs/BVORsbIoRxKGTfNbBee23A_pb_x600.png
1105,1105,1105,1105,The Factor,2018,Red wine,Shiraz/Syrah,55 ratings,"202,923",//images.vivino.com/thumbs/CQFXyaFDRVGMsanof8fJrQ_pb_x600.png
1106,1106,1106,1106,Cava  Clos Nostre Senyor Gran Reserva Brut Nature,2009,Sparkling wine,Blend,59 ratings,"78,914",//images.vivino.com/thumbs/xI6jRImbRRq5ZbT3Xa-sAA_pb_x600.png
1107,1107,1107,1107,Albesani Barbaresco,2014,Red wine,Nebbiolo,58 ratings,"61,287",//images.vivino.com/thumbs/BLMibSDcS7qimQh6-vCjPA_150x200.jpg
1108,1108,1108,1108,Sadino Rose,2019,Rose wine,Castelao,33 ratings,"17,361",//images.vivino.com/thumbs/-eQ0SaFoQ2-yvEYOLrpvgA_pb_x600.png
1109,1109,1109,1109,Chassagne-Montrachet Premier Cru 'Les Vergers',2018,White wine,Chardonnay,33 ratings,"553,425",//images.vivino.com/thumbs/E-_IMe1XTVS0xExB7uo9aw_pb_x600.png
1110,1110,1110,1110,The Syndicate,2018,Red wine,Blend,32 ratings,"48,476",//images.vivino.com/thumbs/4FGl2Pz8QwCUIis3xiAraw_pb_x600.png
1111,1111,1111,1111,Sciacchetr Riserva,2012,Dessert wine,Vermentino,32 ratings,"136,409",//images.vivino.com/thumbs/yVNhOhtATvqzxbWEN8MJ-g_pb_x600.png
1112,1112,1112,1112,Veraton Garnacha,2018,Red wine,Garnacha,1627 ratings,"54,113",//images.vivino.com/thumbs/i5YuCh0oQcGOhjr6lLgiJw_pb_x600.png
1113,1113,1113,1113,The Chocolate Block,2020,Red wine,Blend,1744 ratings,"51,346",//images.vivino.com/thumbs/jQ-ODF_jRpuqCxlRytxYLw_pb_x600.png
1114,1114,1114,1114,Mountain Cuve_,2018,Red wine,Cabernet Sauvignon,2061 ratings,"71,023",//images.vivino.com/thumbs/35vMuIqVS0S-5MAuR1g9ww_pb_x600.png
1115,1115,1115,1115,The V6 Experience Brut Champagne Grand Cru 'Bouzy',2016,Sparkling wine,Pinot Nero,2847 ratings,"104,618",//images.vivino.com/thumbs/EXhPHKnWShWcgSwl8tD2WA_pb_x600.png
1116,1116,1116,1116,Vie_ Alberdi Reserva,2016,Red wine,Tempranillo,4642 ratings,"41,712",//images.vivino.com/thumbs/yraqVgZ6RNODE-_iyaFZ4Q_pb_x600.png
1117,1117,1117,1117,Bouzy Grand Cru Les Parcelles Extra Brut,2016,Sparkling wine,Blend,4861 ratings,"67,077",//images.vivino.com/thumbs/WuJct-jVS3WzVlG2u9J2NQ_pb_x600.png
1118,1118,1118,1118,Barbaresco,2017,Red wine,Nebbiolo,5050 ratings,"62,004",//images.vivino.com/thumbs/LVmJJ4cBREabyoW9fVB1JA_pb_x600.png
1119,1119,1119,1119,Rosomel Vineyard Nuit Blanche,2015,White wine,Blend,25 ratings,"62,004",//images.vivino.com/thumbs/sKuS19EbStmABQ3nvU30fA_150x200.jpg
1120,1120,1120,1120,Se Primitivo di Manduria,2019,Red wine,Primitivo,25 ratings,"95,825",//images.vivino.com/thumbs/AFqNXEVNSFWEd8a068iOiA_pb_x600.png
1121,1121,1121,1121,Shiraz Reserve,2016,Red wine,Shiraz/Syrah,26 ratings,"99,289",//images.vivino.com/thumbs/sgCcwuCZRwyINrv9L5SOGg_pb_x600.png
1122,1122,1122,1122,Eocene Single Vineyard Chardonnay,2019,White wine,Chardonnay,26 ratings,"70,715",//images.vivino.com/thumbs/G3WfBbsBRlyN6WH1R29vdQ_150x200.jpg
1123,1123,1123,1123,Owen's Single Vineyard Agrelo Chardonnay,2018,White wine,Chardonnay,26 ratings,"56,367",//images.vivino.com/thumbs/BWPKCWnGQ6uV4HqaEDGMmQ_pb_x600.png
1124,1124,1124,1124,Chianti Classico Gran Selezione,2018,Red wine,Sangiovese,27 ratings,"62,004",//images.vivino.com/thumbs/_xJlaFIkSO6oVJiqALRo8w_pb_x600.png
1125,1125,1125,1125,Petraro,2017,Red wine,Blend,27 ratings,"62,455",//images.vivino.com/thumbs/3eomVDjLTQ6m5tdhI5DroA_pb_x600.png
1126,1126,1126,1126,Calvert Pinot Noir,2020,Red wine,Pinot Noir,27 ratings,"103,716",//images.vivino.com/thumbs/n25bKYjCQTSGvnhX9u8Q0Q_pb_x600.png
1127,1127,1127,1127,Blanchot Chablis Grand Cru,2014,White wine,Chardonnay,27 ratings,"114,990",//images.vivino.com/thumbs/RhTtLSj-SvmmLG-m42nuwg_pb_x600.png
1128,1128,1128,1128,Berncasteler Doctor Riesling Spe_lese,2018,White wine,Riesling,28 ratings,"84,551",//images.vivino.com/thumbs/WTVYma3STJOeJr4HSr2HJw_pb_x600.png
1129,1129,1129,1129,Damiana  Gran Reserva Brut Nature,2006,Sparkling wine,Blend,29 ratings,"135,282",//images.vivino.com/thumbs/tDDm2L_GSP2-xTm81W6ysg_pb_x600.png
1130,1130,1130,1130,Primitivo di Manduria Riserva,2017,Red wine,Primitivo,29 ratings,"87,933",//images.vivino.com/thumbs/PdtdeThzQ0uTcN5rtnqg8A_pb_x600.png
1131,1131,1131,1131,360 Ruber Capite,2019,Red wine,Blend,29 ratings,"46,119",//images.vivino.com/thumbs/iEO5DZtgRRuCIddUHCMMlg_pb_x600.png
1132,1132,1132,1132,Vinha do Cuco,2019,White wine,Blend,29 ratings,"25,253",//images.vivino.com/thumbs/M2tFNe1GQQaqrU_wn-qnMQ_pb_x600.png
1133,1133,1133,1133,Chambolle-Musigny 1er Cru 'Les Feusselottes',2005,Red wine,Pinot Noir,30 ratings,"666,160",//images.vivino.com/thumbs/PVVloLerTsWjSwJepi_pJA_pb_x600.png
1134,1134,1134,1134,Emilien,2000,Red wine,Merlot,31 ratings,"473,486",//images.vivino.com/thumbs/ysWWdsX6RE6GN7yXqtIFgg_pb_x600.png
1135,1135,1135,1135,Cabernet Franc (Filare 18),2017,Red wine,Cabernet Franc,31 ratings,"63,541",//images.vivino.com/thumbs/ajjNEeljT8KbV4bvPTEcxw_pb_x600.png
1136,1136,1136,1136,Morey-Saint Denis 1er Cru 'Les Millandes',2009,Red wine,Pinot Noir,31 ratings,"338,204",//images.vivino.com/thumbs/f_dO_0iESBKC4SYu0z3d0Q_pb_x600.png
1137,1137,1137,1137,XF Rosado,2021,Rose wine,Macabeo,35 ratings,"51,858",//images.vivino.com/thumbs/MG8deAPxTcWlo6CCI4gYjg_pb_x600.png
1138,1138,1138,1138,Rosso,2015,Red wine,Perricone,32 ratings,"55,701",//images.vivino.com/thumbs/INNGtOhoS7agKgfVWAVTVw_pb_x600.png
1139,1139,1139,1139,Syrah,2018,Red wine,Shiraz/Syrah,133 ratings,"59,749",//images.vivino.com/thumbs/kxqF4hIqSDmdHj_dK2dQwA_pb_x600.png
1140,1140,1140,1140,Biaumont Bourgogne Ce_es d'Auxerre,2018,White wine,Chardonnay,130 ratings,"65,632",//images.vivino.com/thumbs/wwEmqFCwTveJDNUBivY2Ow_pb_x600.png
1141,1141,1141,1141,Inferi Montepulciano d'Abruzzo Riserva,2018,Red wine,Montepulciano,128 ratings,"59,073",//images.vivino.com/thumbs/LN0OxepaSh6F2cvGp6OnoQ_pb_x600.png
1142,1142,1142,1142,Roussanne,2018,White wine,Roussanne,48 ratings,"54,881",//images.vivino.com/thumbs/g8CvNjyiR7WTYiQW50T7UA_pb_x600.png
1143,1143,1143,1143,Chassagne-Montrachet,2019,White wine,Chardonnay,44 ratings,"112,735",//images.vivino.com/thumbs/QTJ9uZ3kQIKb4Zp189hbWA_pb_x600.png
1144,1144,1144,1144,After Eight Shiraz,2016,Red wine,Shiraz/Syrah,43 ratings,"50,731",//images.vivino.com/thumbs/73WJ11RGTlyasjR-C6Kx8w_pb_x600.png
1145,1145,1145,1145,La Tour Saint Martin Menetou-Salon Morogues,2020,White wine,Sauvignon Blanc,45 ratings,"30,746",//images.vivino.com/thumbs/XyMFT-mXTUOfOrCyWvn4tw_pb_x600.png
1146,1146,1146,1146,Alexander Mountain Estate Cabernet Sauvignon,2016,Red wine,Cabernet Sauvignon,44 ratings,"87,933",//images.vivino.com/thumbs/3L34-jS5Saa5TWnmreOZPg_pb_x600.png
1147,1147,1147,1147,Vigneto Giardino Rive di Colbertaldo Valdobbiadene Prosecco Superiore Dry,2020,Sparkling wine,Glera,45 ratings,"43,290",//images.vivino.com/thumbs/2KE_phDaQ_6EhfrsRBLW9A_pb_x600.png
1148,1148,1148,1148,Allegretto Pie Franco,2015,Red wine,Merlot,45 ratings,"118,372",//images.vivino.com/thumbs/MyXtrxqqROu7m4GMwW__mA_pb_x600.png
1149,1149,1149,1149,Gran Maestro Primitivo di Manduria,2020,Red wine,Primitivo,45 ratings,"21,286",//images.vivino.com/thumbs/Ob5w8HZLRXasX1zPq_B2yw_pb_x600.png
1150,1150,1150,1150,Ziru,2018,White wine,Blend,46 ratings,"66,739",//images.vivino.com/thumbs/ZdqxBJ-TSK2NnxOiy4Pikw_pb_x600.png
