wine_id,name,vintage,wine_type,grape_simple,rating_mean,rating_num,price,kprice,Winery,Grapes,Region,Wine style,Alcohol content,Allergens,Pairings,imgurl,link,LightBold,SmoothTannic,DrySweet,SoftAcidic,GentleFizzy
1174,Pinot Noir,2017,Red wine,Pinot Noir,4.2,40 ratings,"ï§4,980","51,038",Principia,100% Pinot Noir,Australia / Victoria / Port Phillip / Mornington Peninsula,Australian Pinot Noir,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/KlkD7vF4Tey0OzONsxC-xg_pb_x600.png,https://www.vivino.com//JP/en/principia-pinot-noir/w/1315593?year=2017&price_id=27995751,42.87282352941176,20.90223529411765,2.5600823529411767,56.53835294117648,0.0
1175,Reserve Brut,2012,Sparkling wine,,4.2,27 ratings,"ï§7,150","73,278",Blue Mountain Vineyard,,Canada / British Columbia / Okanagan Valley,,13.5,Contains sulfites,,//images.vivino.com/thumbs/IHjUBlAhS0CoIVaR3At57w_pb_x600.png,https://www.vivino.com//JP/en/blue-mountain-vineyard-and-cellars-ltd-methode-traditionnelle-reserve-brut/w/1437124?year=2012&price_id=25934233,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1176,Albana di Romagna Passito,2015,Dessert wine,Albana,4.2,27 ratings,"ï§7,480","76,660",Bissoni,100% Albana,Italy / Emilia-Romagna / Romagna / Albana di Romagna,,12.5,Contains sulfites,,//images.vivino.com/thumbs/143hkLqCT6K-oOPgnRO9Kg_150x200.jpg,https://www.vivino.com//JP/en/bissoni-albana-di-romagna-passito/w/2174114?year=2015&price_id=26225212,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1177,El Viejo,2020,Red wine,Tinta de toro,4.2,28 ratings,"ï§6,820","69,896",Matsu,100% Tinta de toro,Spain / Castilla y Leï§_ / Toro,Spanish Toro Red,14.0,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/SeHgmIisRl-E5qEql8tvHw_pb_x600.png,https://www.vivino.com//JP/en/matsu-el-viejo-toro/w/1504403?year=2020&price_id=29521187,91.29176470588236,61.15835294117648,12.120941176470588,40.68082352941176,0.0
1178,Foundation Red Blend,2018,Red wine,Merlot,4.2,27 ratings,"ï§7,040","72,150",Vineyard 36,100% Merlot,United States / California / North Coast / Napa County / Napa Valley,Napa Valley Bordeaux Blend,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/lXLjReHwRNKdJgAxi02CVg_pb_x600.png,https://www.vivino.com//JP/en/vineyard-36-foundation-red-blend/w/1778542?year=2018&price_id=28235139,100.0,71.19682352941176,15.969529411764706,76.08164705882352,0.0
1179,203 Piante a Lapio,2013,White wine,Fiano,4.2,27 ratings,"ï§22,000","225,470",Joaquin,100% Fiano,Italy / Campania,Southern Italy White,13.0,Contains sulfites,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",//images.vivino.com/thumbs/BQKjL16rQCiYrQEfDrdtUw_pb_x600.png,https://www.vivino.com//JP/en/joaquin-twohundredthree-piante-a-lapio/w/1589047?year=2013&price_id=26207744,78.34411764705882,54.36922352941176,9.883070588235295,46.402235294117645,0.0
1180,Chambolle-Musigny Premier Cru 'Les Plantes',2009,Red wine,Pinot Noir,4.2,28 ratings,"ï§26,000","266,464",Amiot-Servelle,100% Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Chambolle-Musigny / Chambolle-Musigny Premier Cru / Chambolle-Musigny 1er Cru 'Les Plantes',Burgundy Cï§_e de Nuits Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/N2p_ssoBSXy66nWZ2OS4wQ_pb_x600.png,https://www.vivino.com//JP/en/domaine-amiot-servelle-chambolle-musigny-premier-cru-les-plantes/w/1129145?year=2009&price_id=28000137,52.08388235294117,43.41776470588235,6.913729411764706,84.03458823529412,0.0
1181,Arrepiado Tradiï§_ê°_ Tinto,2019,Red wine,Touriga Nacional,4.2,28 ratings,"ï§6,050","62,004",Arrepiado Velho,100% Touriga Nacional,Portugal / Alentejano,Portuguese Alentejo Red,15.0,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/th8yWSO5SMK9ggng1oYaSQ_pb_x600.png,https://www.vivino.com//JP/en/arrepiado-velho-arrepiado-tradicao-tinto/w/2156915?year=2019&price_id=26923951,81.046,48.74341176470588,9.723423529411766,39.34505882352941,0.0
1182,Four Cuttings Cabernet Sauvignon,2019,Red wine,Cabernet Sauvignon,4.2,29 ratings,"ï§5,676","58,171",Greenock Creek,Cabernet Sauvignon,Australia / South Australia / Barossa / Barossa Valley,Australian Cabernet Sauvignon,13.5,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/wLGfesUdRZqHGXd9W3H32g_pb_x600.png,https://www.vivino.com//JP/en/greenock-creek-four-cuttings-cabernet-sauvignon/w/9718574?year=2019&price_id=25900780,92.88764705882352,76.016,0.5347611764705882,57.21929411764706,0.0
1183,Lavaut Saint-Jacques Gevrey-Chambertin Premier Cru,2011,Red wine,Pinot Noir,4.2,29 ratings,"ï§23,310","238,895",Lucien le Moine,Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Gevrey-Chambertin / Gevrey-Chambertin Premier Cru,Burgundy Cï§_e de Nuits Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/F3YjlTwsQgKfs8_OBGu3Pw_pb_x600.png,https://www.vivino.com//JP/en/lucien-le-moine-lavaut-saint-jacques-gevrey-chambertin-premier-cru/w/1403414?year=2011&price_id=28900462,53.92482352941177,42.03423529411765,4.867952941176471,87.75952941176472,0.0
1184,Vosne-Romanï§_ Premier Cru Les Suchots,2009,Red wine,Pinot Noir,4.2,30 ratings,"ï§47,984","491,770",Lucien le Moine,Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Vosne-Romanï§_ / Vosne-Romanï§_ Premier Cru,Burgundy Cï§_e de Nuits Red,15.0,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/8R7o902zTVasU8AJYrgVhQ_pb_x600.png,https://www.vivino.com//JP/en/lucien-le-moine-vosne-romanee-premier-cru-les-suchots/w/1165125?year=2009&price_id=29260767,58.19435294117648,50.45764705882353,8.12724705882353,83.88788235294118,0.0
1185,Poggio de?_lli Cabernet Franc Toscana,2019,Red wine,Cabernet Franc,4.2,30 ratings,"ï§8,910","91,315",Piaggia,100% Cabernet Franc,Italy / Toscana,Tuscan Red,13.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/Mg5EIcr3SBq7ODTQ07Cnmg_pb_x600.png,https://www.vivino.com//JP/en/piaggia-poggio-de-colli-cabernet-franc-toscana/w/1188974?year=2019&price_id=29108066,65.12164705882353,49.29423529411765,20.256823529411765,52.64247058823529,0.0
1186,Cotes-du-Coast,2019,White wine,Blend,4.2,32 ratings,"ï§4,950","50,731",Sans Liege Wines,"Grenache Blanc, Viognier, Roussanne",United States / California / Central Coast / San Luis Obispo County / Paso Robles,Californian White Blend,13.8,Contains sulfites,"['Pasta', 'Pork', 'Shellfish', 'Poultry']",//images.vivino.com/thumbs/1UXC88YDTmuYNlVcpLSqxg_pb_x600.png,https://www.vivino.com//JP/en/sans-liege-wines-cotes-du-coast/w/1681806?year=2019&price_id=24678382,78.62964705882354,54.36922352941176,29.55517647058824,30.954470588235296,0.0
1187,Chemin des Moines de Vergy,2019,Red wine,Pinot Noir,4.2,31 ratings,"ï§13,750","140,919",Domaine Gros Frï§_e et Soeur,100% Pinot Noir,France / Bourgogne,Burgundy Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/Q1pMTATbSmq9k3YFH1i2vw_pb_x600.png,https://www.vivino.com//JP/en/domaine-gros-frere-et-soeur-chemin-des-moines-de-vergy/w/7470554?year=2019&price_id=27516248,47.6495294117647,41.996,13.289294117647058,77.08705882352942,0.0
1188,Mirat Crianza,2001,Red wine,Tempranillo,4.2,31 ratings,"ï§7,700","78,914",Valdevinas,Tempranillo,Spain / Castilla y Leï§_ / Ribera del Duero,Spanish Ribera Del Duero Red,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/V4wcAhrwTdOuyAb8tM9X9w_pb_x600.png,https://www.vivino.com//JP/en/valdevinas-mirat-crianza/w/1383634?year=2001&price_id=26933812,79.41176470588236,67.15682352941177,15.969529411764706,81.484,0.0
1189,Pinot Gris,2019,White wine,Pinot Gris,4.2,34 ratings,"ï§3,300","33,820",Main Divide,Pinot Gris,New Zealand / South Island / Canterbury / Waipara,New Zealand Pinot Gris,13.5,Contains sulfites,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",//images.vivino.com/thumbs/eU0tFG2CSda6W-iPHs6Vng_pb_x600.png,https://www.vivino.com//JP/en/main-divide-pinot-gris/w/1119772?year=2019&price_id=26836465,58.48223529411764,54.36922352941176,40.07776470588235,44.26682352941177,0.0
1190,Simona Natale Rosï§,2015,Sparkling wine,Negroamaro,4.2,33 ratings,"ï§10,714","109,804",Gianfranco Fino,100% Negroamaro,Italy / Puglia,,12.5,Contains sulfites,,//images.vivino.com/thumbs/4IvIbsAqTUm442mLNin93A_150x200.jpg,https://www.vivino.com//JP/en/gianfranco-fino-simona-natale-rose/w/5095758?year=2015&price_id=25900766,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1191,Barrel Fermented Chardonnay,2018,White wine,Chardonnay,4.2,35 ratings,"ï§6,380","65,386",Hendry,100% Chardonnay,United States / California / North Coast / Napa County / Napa Valley,Napa Valley Chardonnay,14.5,Contains sulfites,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/dzAmgFu9TwWJwDmlgmyang_pb_x600.png,https://www.vivino.com//JP/en/hendry-ranch-winery-barrel-fermented-chardonnay/w/1368522?year=2018&price_id=26506255,100.0,54.36922352941176,27.206823529411768,41.21529411764706,0.0
1192,Cuvï§_ Spï§_iale Brut Champagne,2004,Sparkling wine,Blend,4.2,35 ratings,"ï§14,090","144,403",Jean Michel,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne,French Champagne,13.5,Contains sulfites,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/gLQzoZLLRKSydBW1vSC4Aw_pb_x600.png,https://www.vivino.com//JP/en/jean-michel-cuvee-speciale-brut-champagne/w/2242222?year=2004&price_id=26374736,81.96435294117649,54.36922352941176,15.969529411764706,96.79541176470588,85.11317647058823
1193,Collection Beaune Clos des Renardes Pinot Noir,2019,Red wine,Pinot Noir,4.2,35 ratings,"ï§8,290","84,961",Fanny Sabre,Pinot Noir,France / Bourgogne / Cï§_e de Beaune / Beaune,Burgundy Cï§_e de Beaune Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/_aHswZJySbmX3aZ2UW8GpQ_150x200.jpg,https://www.vivino.com//JP/en/fanny-sabre-collection-beaune-clos-des-renardes-pinot-noir/w/6344113?year=2019&price_id=26414145,40.18623529411765,26.622352941176477,6.9560941176470585,71.89470588235295,0.0
1194,Nuits-Saint-Georges Premier Cru Clos L'Arlot,2013,Red wine,Pinot Noir,4.2,36 ratings,"ï§26,400","270,564",Domaine de l'Arlot,100% Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Nuits-Saint-Georges / Nuits-Saint-Georges Premier Cru,Burgundy Cï§_e de Nuits Red,13.0,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/zw1-FieVRCSWuGRlWzZCUg_pb_x600.png,https://www.vivino.com//JP/en/l-arlot-nuits-saint-georges-premier-cru-clos-l-arlot/w/1940974?year=2013&price_id=26207035,52.47917647058824,38.24223529411764,5.738764705882353,80.28564705882353,0.0
1195,Les 3 Lunes Cï§_es du Roussillon Villages,2011,Red wine,Blend,4.2,37 ratings,"ï§5,355","54,881",Jean-Louis Tribouley,"Shiraz/Syrah, Grenache",France / Languedoc-Roussillon / Cï§_es du Roussillon / Cï§_es du Roussillon Villages,Languedoc-Roussillon Red,13.5,Contains sulfites,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/VZCAPtiMRDq0WizB16lxnQ_pb_x600.png,https://www.vivino.com//JP/en/jean-louis-tribouley-les-3-lunes-cotes-du-roussillon-villages/w/1192406?year=2011&price_id=6248525,82.49035294117647,58.29752941176471,9.574929411764709,70.32635294117647,0.0
1196,L'Enchentoir Rouge,2014,Red wine,Cabernet Franc,4.2,37 ratings,"ï§6,690","68,563",Manoir de la Tï§_e Rouge,Cabernet Franc,France / Loire Valley / Middle Loire / Saumur,,13.5,Contains sulfites,,//images.vivino.com/thumbs/ETrNu7YwRCK-2HY-aHvDsw_pb_x600.png,https://www.vivino.com//JP/en/manoir-de-la-tete-l-enchentoir-rouge/w/5013970?year=2014&price_id=29028369,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1197,Le Cime Passito,2017,Dessert wine,Blend,4.2,37 ratings,"ï§6,160","63,131",Ricchi,"Yellow Muscat, Garganega",Italy / Lombardia,,13.5,Contains sulfites,,//images.vivino.com/thumbs/AcRgrOuvSeK1K9yW6Te-RQ_pb_x600.png,https://www.vivino.com//JP/en/ricchi-le-cime-passito/w/2073240?year=2017&price_id=26207791,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1198,Beaune 1er Cru 'Les Cent Vignes',2017,Red wine,Pinot Noir,4.2,37 ratings,"ï§8,972","91,951",Jessiaume Pï§_e & Fils,100% Pinot Noir,France / Bourgogne / Cï§_e de Beaune / Beaune / Beaune Premier Cru / Beaune 1er Cru 'Les Cent Vignes',Burgundy Cï§_e de Beaune Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/2KGm4HvdQ9qRl_mpb-MjSA_pb_x600.png,https://www.vivino.com//JP/en/fr-jessiaume-pere-fils-beaune-1er-cru-les-cent-vignes/w/1294068?year=2017&price_id=27991782,48.47752941176471,36.81976470588236,5.376423529411765,72.67223529411766,0.0
1199,Cuvï§_ du Vignon Saint-Joseph,2018,Red wine,Shiraz/Syrah,4.2,37 ratings,"ï§6,120","62,722",Vincent Cluzel,Shiraz/Syrah,France / Rhone Valley / Northern Rhï§_e / Saint-Joseph,Northern Rhï§_e Saint-Joseph,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/3IgVtWWCTDeEYVksTMaAsA_pb_x600.png,https://www.vivino.com//JP/en/vincent-cluzel-cuvee-du-vignon-saint-joseph/w/4316974?year=2018&price_id=27704821,94.48423529411764,66.18494117647059,15.969529411764706,64.70588235294117,0.0
1200,Gaia,2017,Red wine,Blend,4.2,39 ratings,"ï§8,800","90,188",Grosset,"Cabernet Sauvignon, Cabernet Franc",Australia / South Australia / Mount Lofty Ranges / Clare Valley,Australian Bordeaux Blend,13.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/AAW9DUgLRfaFG-hjAMp6KQ_pb_x600.png,https://www.vivino.com//JP/en/grosset-clare-valley-gaia/w/1651937?year=2017&price_id=29161538,98.694,64.19023529411766,12.348,73.42423529411765,0.0
1201,Bricco Manescotto Barolo,2016,Red wine,Nebbiolo,4.2,39 ratings,"ï§9,130","93,570",Corino,Nebbiolo,Italy / Piemonte / Barolo,Italian Barolo,14.0,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/sOie5Uv6Q0-yf3C6buJR8Q_pb_x600.png,https://www.vivino.com//JP/en/corino-bricco-manescotto-barolo/w/7197551?year=2016&price_id=26747746,73.16658823529413,94.66835294117648,15.969529411764706,84.39670588235295,0.0
1202,Estate Pinot Noir,2019,Red wine,Pinot Noir,4.2,61 ratings,"ï§5,720","58,622",Johan Vineyards,100% Pinot Noir,United States / Oregon / Willamette Valley,Oregon Pinot Noir,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/ntDhKdGYSJymIYynVjL--A_pb_x600.png,https://www.vivino.com//JP/en/johan-estate-pinot-noir/w/1229646?year=2019&price_id=29161579,23.315529411764707,22.482352941176472,8.71489411764706,78.55364705882353,0.0
1203,Cabernet Sauvignon,2015,Red wine,Cabernet Sauvignon,4.2,61 ratings,"ï§7,140","73,175",Barlow,100% Cabernet Sauvignon,United States / California / North Coast / Napa County / Napa Valley / Calistoga,Napa Valley Cabernet Sauvignon,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",//images.vivino.com/thumbs/zcqbF4eUTau2ZVVj2AcFYA_pb_x600.png,https://www.vivino.com//JP/en/barlow-vineyards-cabernet-sauvignon/w/2215482?year=2015&price_id=29134013,100.0,64.65988235294118,1.0776470588235294,63.70952941176471,0.0
1204,Cabernet Franc,2018,Red wine,Cabernet Franc,4.2,127 ratings,"ï§5,830","59,749",Burrowing Owl,Cabernet Franc,Canada / British Columbia / Okanagan Valley,Canadian Cabernet Franc,13.5,Contains sulfites,"['Beef', 'Pork', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/wUnl4shjSRWTSZTS1ZuSLw_pb_x600.png,https://www.vivino.com//JP/en/ca-burrowing-owl-cabernet-franc/w/12749?year=2018&price_id=25934228,67.722,63.18070588235295,9.412176470588234,77.41694117647059,0.0
1205,Vigna alle Nicchie Tempranillo,2012,Red wine,Tempranillo,4.2,104 ratings,"ï§8,228","84,326",Pietro Beconcini,Tempranillo,Italy / Toscana,Tuscan Red,13.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/XqkkXk76TxeOL6DRn92TfQ_pb_x600.png,https://www.vivino.com//JP/en/pietro-beconcini-vigna-alle-nicchie-tempranillo/w/1189327?year=2012&price_id=27386147,72.75341176470589,58.6124705882353,6.494282352941176,57.65329411764706,0.0
1206,Fremiet Volnay 1er Cru,2017,Red wine,Pinot Noir,4.2,93 ratings,"ï§34,760","356,242",Domaine Marquis d'Angerville,100% Pinot Noir,France / Bourgogne / Cï§_e de Beaune / Volnay / Volnay Premier Cru,Burgundy Cï§_e de Beaune Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/HFg_vi_RR4CZiV1wY5bclw_pb_x600.png,https://www.vivino.com//JP/en/marquis-d-angerville-fremiet-volnay-1er-cru/w/76334?year=2017&price_id=27848644,37.205411764705886,29.41976470588235,9.420482352941177,74.15058823529412,0.0
1207,Madrechiesa Morellino di Scansano Riserva,2016,Red wine,Sangiovese,4.2,94 ratings,"ï§5,723","58,653",Terenzi,100% Sangiovese,Italy / Toscana / Morellino di Scansano,Tuscan Red,14.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/kUE4CeGOQJWG0qOoPYsj1A_pb_x600.png,https://www.vivino.com//JP/en/terenzi-madrechiesa-morellino-di-scansano-riserva/w/1420652?year=2016&price_id=27491534,65.21164705882353,49.187411764705885,14.638352941176471,51.93035294117647,0.0
1208,Barolo del Comune di la Morra,2017,Red wine,Nebbiolo,4.2,98 ratings,"ï§6,600","67,641",Corino,100% Nebbiolo,Italy / Piemonte / Barolo,Italian Barolo,14.0,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/rgei3C3iRvijfKAr5S4JvA_pb_x600.png,https://www.vivino.com//JP/en/corino-barolo-del-comune-di-la-morra/w/1099429?year=2017&price_id=27743183,76.49776470588236,87.47541176470588,6.363811764705882,94.63976470588236,0.0
1209,Agincourt Cabernet - Malbec,2015,Red wine,Cabernet Sauvignon,4.2,97 ratings,"ï§10,780","110,480",Yarra Yering,Cabernet Sauvignon,Australia / Victoria / Port Phillip / Yarra Valley,,13.5,Contains sulfites,,//images.vivino.com/thumbs/z-EWOg2GR0qdJUbVosUJaw_pb_x600.png,https://www.vivino.com//JP/en/yarra-yering-agincourt-cabernet-malbec/w/4203814?year=2015&price_id=26506058,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
1210,Gevrey-Chambertin,2013,Red wine,Pinot Noir,4.2,98 ratings,"ï§9,772","95,385",Serafin Pï§_e & Fils,100% Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Gevrey-Chambertin,Burgundy Cï§_e de Nuits Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/CrWuhZQFRySm4Q5IZsMLVQ_pb_x600.png,https://www.vivino.com//JP/en/serafin-pere-et-fils-gevrey-chambertin/w/1612834?year=2013&price_id=26263235,50.0024705882353,40.37129411764706,12.587882352941175,81.26058823529412,0.0
1211,Barolo Gavarini Chiniera,2017,Red wine,Nebbiolo,4.2,100 ratings,"ï§17,556","179,925",Elio Grasso,100% Nebbiolo,Italy / Piemonte / Barolo,Italian Barolo,14.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/o9zZAvCRRk2SbNLo9dd2oA_pb_x600.png,https://www.vivino.com//JP/en/it-elio-grasso-barolo-gavarini-chiniera/w/22526?year=2017&price_id=29422801,72.94494117647059,89.82376470588235,8.918517647058824,98.712,0.0
1212,Red,2017,Red wine,Blend,4.2,101 ratings,"ï§6,930","71,023",Stratus,"Cabernet Franc, Malbec, Merlot, Sangiovese, Tannat, Shiraz/Syrah, Cabernet Sauvignon",Canada / Ontario / Niagara-on-the-Lake,Canadian Meritage,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/qpTcSX10STKKCvT1L5NzTQ_pb_x600.png,https://www.vivino.com//JP/en/stratus-red/w/15677?year=2017&price_id=25934225,100.0,70.79788235294117,8.004505882352941,77.72223529411765,0.0
1213,Trois Moulins Blaye Cï§_es de Bordeaux Blanc,2020,White wine,Blend,4.2,103 ratings,"ï§2,640","27,056",Chï§_eau Lacaussade Saint Martin,"Sauvignon Blanc, Sï§_illon",France / Bordeaux / Cï§_es de Bordeaux / Blaye - Cï§_es de Bordeaux,Bordeaux White,13.5,Contains sulfites,"['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",//images.vivino.com/thumbs/w8_USt7JSqKzJOBBoMHMYQ_pb_x600.png,https://www.vivino.com//JP/en/lacaussade-saint-martin-trois-moulins-blaye-cotes-de-bordeaux-blanc/w/2150238?year=2020&price_id=27223798,74.10129411764706,54.36922352941176,17.846,46.51141176470588,0.0
1214,Mithas Valpolicella Superiore,2012,Red wine,Blend,4.2,102 ratings,"ï§32,560","333,695",Corte Sant'Alda,"50% Corvinone, 40% Corvina, 10% Rondinella",Italy / Veneto / Valpolicella,Italian Valpolicella Red,14.0,Contains sulfites,"['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/ri8CeCxySsOi0HtxC2PKXg_150x200.jpg,https://www.vivino.com//JP/en/corte-santalda-mithas-valpolicella-superiore/w/9227?year=2012&price_id=25934186,63.99729411764706,38.54423529411765,23.600705882352944,66.55976470588236,0.0
1215,Doosberg Riesling Trocken,2017,White wine,Riesling,4.2,103 ratings,"ï§12,760","130,772",Peter Jakob Kï§_n,100% Riesling,Germany / Rheingau,German Riesling,12.3,Contains sulfites,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/yA80n7SFRcqxmnupTDhvbg_pb_x600.png,https://www.vivino.com//JP/en/peter-jakob-kuhn-doosberg-riesling-trocken/w/2899573?year=2017&price_id=29009043,55.51788235294117,54.36922352941176,15.411882352941175,99.32376470588235,0.0
1216,G.A.M. Shiraz,2018,Red wine,Shiraz/Syrah,4.2,104 ratings,"ï§6,938","71,105",Mitolo,Shiraz/Syrah,Australia / South Australia / Fleurieu / McLaren Vale,Australian Shiraz,14.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/xhXcWXzuQn-5E5vt6ekefA_pb_x600.png,https://www.vivino.com//JP/en/mitolo-g-a-m-shiraz/w/79010?year=2018&price_id=29109544,100.0,53.9384705882353,26.43141176470588,49.500470588235295,0.0
1217,La Boissonneuse Chablis,2020,White wine,Chardonnay,4.2,106 ratings,"ï§3,780","38,740",Julien Brocard,100% Chardonnay,France / Bourgogne / Chablis,Burgundy Chablis,13.0,Contains sulfites,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/1W6z370RTEyOWcTGUN0dNw_pb_x600.png,https://www.vivino.com//JP/en/fr-julien-brocard-la-boissonneuse-chablis/w/1320123?year=2020&price_id=29411809,53.052,54.36922352941176,4.338058823529412,79.26235294117647,0.0
1218,Rancore,2010,Red wine,Blend,4.2,104 ratings,"ï§8,459","86,693",Paoletti,"Merlot, Pinot Noir, Sangiovese",Italy / Toscana,Tuscan Red,13.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/PwULY8PST5uIVpCjUHRIWw_150x200.jpg,https://www.vivino.com//JP/en/paoletti-tuscany-rancore/w/3270896?year=2010&price_id=26622614,65.5815294117647,45.02976470588236,5.152235294117648,51.84670588235294,0.0
1219,La Poza de Ballesteros,2012,Red wine,Tempranillo,4.2,106 ratings,"ï§14,454","148,134",Artadi,100% Tempranillo,Spain / Vino de Espaï§_,Spanish Tempranillo,14.0,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/Lgr-78X5T5O_ZjfdHrX7lw_pb_x600.png,https://www.vivino.com//JP/en/artadi-la-poza-de-ballesteros/w/1983726?year=2012&price_id=25860294,83.05164705882353,72.64341176470587,14.937882352941177,62.133647058823534,0.0
1220,Brunello di Montalcino,2014,Red wine,Sangiovese,4.2,62 ratings,"ï§10,560","108,225",Albatreti,Sangiovese,Italy / Toscana / Brunello di Montalcino,Italian Brunello,14.0,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/kJfKFPBySPyO4JGeJxaMfA_pb_x600.png,https://www.vivino.com//JP/en/albatreti-brunello-di-montalcino/w/2458543?year=2014&price_id=26207689,56.70658823529412,72.80176470588236,2.8696823529411764,77.73670588235295,0.0
1221,Hildegard,2018,White wine,Blend,4.2,106 ratings,"ï§6,380","65,386",Au Bon Climat,"Pinot Gris, Pinot Blanc, Aligotï§",United States / California / Central Coast / Santa Barbara County / Santa Maria Valley,Californian White Blend,13.5,Contains sulfites,"['Pasta', 'Pork', 'Shellfish', 'Poultry']",//images.vivino.com/thumbs/umwiWueeTU29JQxNGp1PuA_pb_x600.png,https://www.vivino.com//JP/en/au-bon-climat-hildegard/w/3306570?year=2018&price_id=26205543,77.44729411764706,54.36922352941176,34.88729411764706,31.86317647058824,0.0
