wine_id,name,vintage,wine_type,grape_simple,rating_mean,rating_num,price,kprice,Winery,Grapes,Region,Wine style,Alcohol content,Allergens,Pairings,imgurl,link,LightBold,SmoothTannic,DrySweet,SoftAcidic,GentleFizzy
92,Ravan,2016,White wine,Sauvignon Blanc,3.9,52 ratings,"ï§5,940","60,877",Kabaj,Sauvignon Blanc,Slovenia / Primorje / Gori_a Brda,,13.5,Contains sulfites,,//images.vivino.com/thumbs/dZtcxqKKSjekz3AMlcv-lA_pb_x600.png,https://www.vivino.com//JP/en/kabaj-ravan/w/2213269?year=2016&price_id=27528532,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
93,Gewï§_ztraminer Alsace Grand Cru 'Zotzenberg',2017,White wine,Gewï§_ztraminer,3.9,53 ratings,"ï§4,100","42,019",Lucas & Andrï§ Rieffel,Gewï§_ztraminer,France / Alsace / Alsace Grand Cru / Alsace Grand Cru 'Zotzenberg',Alsace Gewï§_ztraminer,13.5,Contains sulfites,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",//images.vivino.com/thumbs/useU2jXURMqdQnV9kA1c2A_150x200.jpg,https://www.vivino.com//JP/en/lucas-et-andre-rieffel-gewurztraminer-alsace-grand-cru-zotzenberg/w/1237956?year=2017&price_id=26252212,75.7584705882353,54.36922352941176,44.16411764705882,19.84517647058824,0.0
94,Winkeler Riesling Trocken,2020,White wine,Riesling,3.9,54 ratings,"ï§3,630","37,202",Allendorf,Riesling,Germany / Rheingau,German Riesling,13.5,Contains sulfites,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/PyaClqEQRFufj-NmKqaVuA_pb_x600.png,https://www.vivino.com//JP/en/allendorf-26696-winkeler-riesling-trocken-l4083/w/6431983?year=2020&price_id=29606550,43.85211764705882,54.36922352941176,11.498741176470588,83.77482352941178,0.0
95,Late Bottled Vintage Port,2016,Fortified Wine,Blend,3.9,54 ratings,"ï§2,640","27,056",Quevedo,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",Portugal / Duriense / Porto,Late Bottled Vintage Port,19.5,Contains sulfites,"['Beef', 'Mature and hard cheese']",//images.vivino.com/thumbs/QqJbwqoASu23B438vpQsXw_pb_x600.png,https://www.vivino.com//JP/en/pt-quevedo-late-bottled-vintage-port/w/1180569?year=2016&price_id=29005082,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
96,Bergerac Rouge,2015,Red wine,Merlot,3.9,54 ratings,"ï§3,036","31,115",Chï§_eau Vari,Merlot,France / South West France / Guyenne / Bergerac,,13.5,Contains sulfites,,//images.vivino.com/thumbs/wjLRkLOkRgGEdkOIUSTakg_pb_x600.png,https://www.vivino.com//JP/en/vari-bergerac-rouge/w/2115598?year=2015&price_id=27848657,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
97,Tribun,2018,Red wine,Blend,3.9,55 ratings,"ï§2,156","22,096",Alira,"Feteasca Neagra, Cabernet Sauvignon, Merlot",Romania / Murfatlar,,14.5,Contains sulfites,,//images.vivino.com/thumbs/FsdotbX9SEKzO3CF2aLfBg_pb_x600.png,https://www.vivino.com//JP/en/alira-tribun/w/2395782?year=2018&price_id=27309020,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
98,Killer Drop Red,2019,Red wine,Zinfandel,3.9,60 ratings,"ï§4,180","42,839",689 - Six Eight Nine,Zinfandel,United States / California,Californian Red Blend,13.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/x5V1DhRYSUenFSM3M3sAng_pb_x600.png,https://www.vivino.com//JP/en/sixhundredeightynine-six-eight-nine-killer-drop-red/w/4460210?year=2019&price_id=26591114,96.92670588235292,61.45,27.638117647058824,66.54329411764706,0.0
99,Langhe Nebbiolo,2018,Red wine,Nebbiolo,3.9,59 ratings,"ï§3,410","34,948",Corino,Nebbiolo,Italy / Piemonte / Langhe,Italian Nebbiolo,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/Up3lJEc5T8-w5K1K0PqTJQ_pb_x600.png,https://www.vivino.com//JP/en/corino-langhe-nebbiolo/w/1489523?year=2018&price_id=27424915,76.90411764705883,90.00682352941176,5.546223529411765,93.6189411764706,0.0
100,Riesling Classic,2011,White wine,Riesling,3.9,60 ratings,"ï§2,475","25,365",Querbach,Riesling,Germany / Rheingau,German Riesling,13.5,Contains sulfites,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/HUnozZYlQf6xbfmMwKlNug_pb_x600.png,https://www.vivino.com//JP/en/querbach-riesling-classic/w/1164532?year=2011&price_id=26809138,53.15635294117647,54.36922352941176,18.22705882352941,100.0,0.0
101,Praepositus Riesling,2019,White wine,Riesling,3.9,61 ratings,"ï§6,204","63,582",Abbazia di Novacella (Stiftskellerei Neustift),Riesling,Italy / Trentino-Alto Adige / Sï§_tirol - Alto Adige,Northern Italy White,13.5,Contains sulfites,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/cR50Uw89Qay9LGZhnkdvKg_pb_x600.png,https://www.vivino.com//JP/en/abbazia-di-novacella-stiftskellerei-neustift-praepositus-riesling/w/1277508?year=2019&price_id=28759605,71.36764705882354,54.36922352941176,30.087294117647065,64.64129411764706,0.0
102,Syrah,2020,Red wine,Shiraz/Syrah,3.9,61 ratings,"ï§4,950","50,731",Hervï§ Souhaut,100% Shiraz/Syrah,France / Vin de Pays / Mï§_iterranï§_ / Ardï§_he,Northern Rhï§_e Red,12.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/PfBdcTKYRYWy7-URbDHKwQ_pb_x600.png,https://www.vivino.com//JP/en/herve-souhaut-syrah/w/1143428?year=2020&price_id=28632394,73.85929411764707,71.73917647058823,6.728305882352942,76.39611764705883,0.0
103,Sauvignon Blanc Touraine,2018,White wine,Sauvignon Blanc,3.9,60 ratings,"ï§3,740","38,330",Xavier Frissant,Sauvignon Blanc,France / Loire Valley / Middle Loire / Touraine,,13.5,Contains sulfites,,//images.vivino.com/thumbs/g3I2MqpuSRSOpGdG_X-slw_pb_x600.png,https://www.vivino.com//JP/en/xavier-frissant-sauvignon-blanc-touraine/w/2526029?year=2018&price_id=26977883,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
104,L'Oeuvre de Perraud Bourgogne Rouge 'Les Forï§_s',2019,Red wine,Pinot Noir,3.9,60 ratings,"ï§4,094","41,958",Domaine Perraud,Pinot Noir,France / Bourgogne,Burgundy Red,12.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/2aRS9x__TGWsqgduv5JQiw_pb_x600.png,https://www.vivino.com//JP/en/perraud-l-oeuvre-de-perraud-bourgogne-rouge-les-forets/w/1209742?year=2019&price_id=28004694,27.961176470588235,23.235294117647054,2.714929411764706,74.0564705882353,0.0
105,Cuvï§_ Shyrus Cï§_es du Rhï§_e Villages,2019,Red wine,Shiraz/Syrah,3.9,61 ratings,"ï§2,750","28,184",Domaine Fond Croze,100% Shiraz/Syrah,France / Rhone Valley / Southern Rhï§_e / Cï§_es-du-Rhï§_e / Cï§_es-du-Rhï§_e-Villages,Southern Rhï§_e Red,14.0,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/5admXKJQSYam8wFUIn95zA_pb_x600.png,https://www.vivino.com//JP/en/fond-croze-cuvee-shyrus-cotes-du-rhone-villages/w/1160444?year=2019&price_id=26439738,81.32235294117646,62.79458823529412,16.277058823529412,63.75176470588236,0.0
106,Carchelo (C),2019,Red wine,Shiraz/Syrah,3.9,62 ratings,"ï§2,420","24,802",Carchelo,Shiraz/Syrah,Spain / Murcia / Jumilla,Spanish Red,14.0,"Contains sulfites, egg allergens, milk allergens","['Beef', 'Pasta', 'Veal', 'Poultry']",//images.vivino.com/thumbs/k-TyTxlgQq2VPwWBT2lgOA_pb_x600.png,https://www.vivino.com//JP/en/carchelo-carchelo-c/w/77868?year=2019&price_id=29008937,77.08552941176471,51.46823529411765,6.1092941176470585,54.36552941176471,0.0
107,Monte dei Cocci Negroamaro,2017,Red wine,Negroamaro,3.9,62 ratings,"ï§3,080","31,566",Girolamo,Negroamaro,Italy / Puglia,Southern Italy Red,13.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/4aMYgGVMSrqALLQ0xQLlbA_pb_x600.png,https://www.vivino.com//JP/en/girolamo-monte-dei-cocci-negroamaro/w/2620632?year=2017&price_id=19666761,84.50258823529413,34.63847058823529,26.41964705882353,33.45623529411765,0.0
108,La Ciaude,2018,Red wine,Blend,3.9,62 ratings,"ï§4,840","49,603",Domaine Anne Gros & Jean-Paul Tollot,"Shiraz/Syrah, Grenache",France / Languedoc-Roussillon / Minervois,Languedoc-Roussillon Red,14.0,Contains sulfites,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/QVXBFTTTTpWd-c7YQMtyjQ_pb_x600.png,https://www.vivino.com//JP/en/fr-domaine-anne-gros-jean-paul-tollot-la-ciaude/w/1198604?year=2018&price_id=27367497,74.034,66.42141176470588,9.976588235294118,76.36458823529411,0.0
109,Kick on Ranch Riesling,2017,White wine,Riesling,3.9,62 ratings,"ï§4,620","47,349",Ojai,100% Riesling,United States / California / Central Coast / Santa Barbara County,Californian Riesling,13.5,Contains sulfites,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",//images.vivino.com/thumbs/IafTxoPGTZ2J5hErqMMTow_pb_x600.png,https://www.vivino.com//JP/en/ojai-vineyard-kick-on-ranch-riesling/w/2134219?year=2017&price_id=26644804,51.30211764705882,54.36922352941176,5.652776470588235,77.89835294117647,0.0
110,The Derelict Vineyard Grenache,2018,Red wine,Grenache,3.9,63 ratings,"ï§3,575","36,639",d'Arenberg,Grenache,Australia / South Australia / Fleurieu / McLaren Vale,,14.5,Contains sulfites,,//images.vivino.com/thumbs/oFlPGb35SRqv-Ihi7A3dYw_150x200.jpg,https://www.vivino.com//JP/en/d-arenberg-the-derelict-vineyard-grenache/w/13403?year=2018&price_id=26506085,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
111,Sauvignon Blanc,2021,White wine,Sauvignon Blanc,3.9,64 ratings,"ï§2,905","29,772",Framingham,100% Sauvignon Blanc,New Zealand / South Island / Marlborough,New Zealand Sauvignon Blanc,13.5,Contains sulfites,"['Shellfish', 'Vegetarian', 'Goat cheese']",//images.vivino.com/thumbs/eQCG7L4zQy-pFN2M-cIFIw_pb_x600.png,https://www.vivino.com//JP/en/framingham-sauvignon-blanc/w/1123133?year=2021&price_id=29424936,38.579058823529415,54.36922352941176,1.577964705882353,92.91364705882354,0.0
112,Pinot Noir,2020,Red wine,Pinot Noir,3.9,63 ratings,"ï§3,850","39,457",Bellvale,Pinot Noir,Australia / Victoria / Gippsland,Australian Pinot Noir,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/wh7tuC5xQGKb08lQWVBbZA_pb_x600.png,https://www.vivino.com//JP/en/bellvale-pinot-noir/w/1647388?year=2020&price_id=26753833,48.10129411764706,17.861882352941176,2.585764705882353,59.745411764705885,0.0
113,Pride of the Fleurieu Cabernet Sauvignon,2019,Red wine,Cabernet Sauvignon,3.9,65 ratings,"ï§3,300","33,820",Dandelion Vineyards,100% Cabernet Sauvignon,Australia / South Australia / Fleurieu,Australian Cabernet Sauvignon,13.0,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/2sDwHNpzTB6okGP4yio3VQ_pb_x600.png,https://www.vivino.com//JP/en/dandelion-vineyards-pride-of-the-fleurieu-cabernet-sauvignon/w/2162997?year=2019&price_id=29507593,80.13235294117646,61.9344705882353,9.74775294117647,62.47788235294118,0.0
114,The Supernatural Sauvignon Blanc,2020,White wine,Sauvignon Blanc,3.9,64 ratings,"ï§3,520","36,075",Supernatural Wine Co.,Sauvignon Blanc,New Zealand / North Island / Hawke's Bay,New Zealand Sauvignon Blanc,13.5,Contains sulfites,"['Shellfish', 'Vegetarian', 'Goat cheese']",//images.vivino.com/thumbs/BXQg08UeQL-NIgC13AtiJg_pb_x600.png,https://www.vivino.com//JP/en/supernatural-wine-co-the-supernatural-sauvignon-blanc/w/1165147?year=2020&price_id=28784248,39.81470588235295,54.36922352941176,1.920764705882353,92.2309411764706,0.0
115,Trelans,2013,White wine,Blend,3.9,64 ratings,"ï§7,508","76,947",Alain Chabanon,"Chenin Blanc, Vermentino",France / Vin de Pays / Pays d'Oc,Languedoc-Roussillon White,13.5,Contains sulfites,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",//images.vivino.com/thumbs/DKIQTqfgRs2f_I7TvVOghg_pb_x600.png,https://www.vivino.com//JP/en/domaine-alain-chabanon-trelans/w/1591823?year=2013&price_id=9831702,52.52164705882353,54.36922352941176,14.097882352941175,47.14717647058824,0.0
116,Pinot Noir,2017,Red wine,Pinot Noir,3.9,64 ratings,"ï§6,608","67,723",Derwent,Pinot Noir,Australia / Tasmania,Australian Pinot Noir,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/hSMhNPUtTfuMN3A9Bu9oig_pb_x600.png,https://www.vivino.com//JP/en/derwent-pinot-noir/w/93190?year=2017&price_id=29017464,51.72517647058824,14.549882352941175,16.316000000000003,61.76470588235294,0.0
117,Nero di Serramarrocco,2011,Red wine,Nero d'Avola,3.9,52 ratings,"ï§4,550","46,631",Barone di Serramarrocco,100% Nero d'Avola,Italy / Terre Siciliane,Southern Italy Red,13.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/4sbs1z1UQUGsvTqyxPyW_g_pb_x600.png,https://www.vivino.com//JP/en/barone-di-serramarrocco-nero-di-serramarrocco/w/2535979?year=2011&price_id=25887319,89.35941176470588,52.458000000000006,23.016117647058824,41.37058823529412,0.0
118,Crianza,2014,Red wine,Tempranillo,3.9,52 ratings,"ï§4,500","46,119",Cyan,100% Tempranillo,Spain / Castilla y Leï§_ / Toro,Spanish Toro Red,14.0,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/hzM6pHtqTDGnE17YvTNS1Q_pb_x600.png,https://www.vivino.com//JP/en/cyan-crianza/w/1859431?year=2014&price_id=29016637,93.1330588235294,66.926,4.617329411764706,42.29917647058824,0.0
119,Monte Tre Carlini Negroamaro,2015,Red wine,Negroamaro,3.9,50 ratings,"ï§4,180","42,839",Girolamo,Negroamaro,Italy / Puglia,Southern Italy Red,13.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb']",//images.vivino.com/thumbs/KmtKHuJ6S9uOIQ9dXgt5Aw_pb_x600.png,https://www.vivino.com//JP/en/girolamo-monte-tre-carlini-negroamaro/w/2181352?year=2015&price_id=21208777,100.0,53.37635294117647,25.21164705882353,23.855764705882358,0.0
120,Pomerol,2019,Red wine,Blend,3.9,44 ratings,"ï§5,500","56,367",Chï§_eau La Rose Montviel,,France / Bordeaux / Libournais / Pomerol,Bordeaux Pomerol,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/yYsKJTt8QnmnicBzBkUY7w_pb_x600.png,https://www.vivino.com//JP/en/la-rose-montviel-pomerol/w/2152282?year=2019&price_id=28560799,90.16329411764708,66.58564705882353,0.2633917647058824,67.44423529411765,0.0
121,Haut-Mï§_oc,2017,Red wine,Petit Verdot,3.9,41 ratings,"ï§3,850","39,457",Chï§_eau Larrivaux,Petit Verdot,France / Bordeaux / Mï§_oc / Haut-Mï§_oc,Bordeaux Mï§_oc,13.5,Contains sulfites,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/jV_extgwSuWy-lYkfeJfRA_pb_x600.png,https://www.vivino.com//JP/en/haut-madrac-haut-medoc/w/1166955?year=2017&price_id=28628734,82.6424705882353,80.04870588235293,7.829564705882353,85.02364705882353,0.0
122,L.T.Cf. Cabernet Sauvignon - Merlot,2017,Red wine,Blend,3.9,41 ratings,"ï§4,400","45,094",Pierro,"Merlot, Cabernet Sauvignon, Cabernet Franc",Australia / Western Australia / South West Australia / Margaret River,Australian Bordeaux Blend,13.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/O0kAsgklRjyCFW3Vax-Slw_pb_x600.png,https://www.vivino.com//JP/en/pierro-margaret-river-l-t-cf-cabernet-sauvignon-merlot/w/55584?year=2017&price_id=26506198,93.70070588235296,54.7024705882353,11.125082352941178,69.94670588235294,0.0
123,Viognier,2019,White wine,Viognier,3.9,42 ratings,"ï§1,650","16,910",L'Odalet,Viognier,France / Vin de Pays,,13.5,Contains sulfites,,//images.vivino.com/thumbs/5XE4B2zcT_KMIwUM50R10g_pb_x600.png,https://www.vivino.com//JP/en/lodalet-terroir-caractere-viognier/w/5574270?year=2019&price_id=26933816,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
124,Woodcutter's Roussanne - Viognier - Marsanne,2019,White wine,Marsanne,3.9,42 ratings,"ï§3,630","37,202",Torbreck,Marsanne,Australia / South Australia / Barossa / Barossa Valley,,13.5,Contains sulfites,,//images.vivino.com/thumbs/l_o0dLKFSLa3opOsRWLyMw_pb_x600.png,https://www.vivino.com//JP/en/torbreck-woodcutter-s-roussanne-viognier-marsanne/w/1889230?year=2019&price_id=26757139,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
125,Calcaire Cahors Malbec,2019,Red wine,Malbec,3.9,42 ratings,"ï§5,090","52,165",Chï§_eau Les Croisille,Malbec,France / South West France / Haut-Pays / Cahors,Southwest France Malbec,13.5,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/6cg-InKhQUGgjfDhv8zORw_pb_x600.png,https://www.vivino.com//JP/en/croisille-calcaire-cahors-malbec/w/1637858?year=2019&price_id=28830577,74.30976470588236,55.12176470588235,7.1113294117647055,51.20458823529412,0.0
126,Friulano,2019,White wine,Friulano,3.9,42 ratings,"ï§5,500","56,367",Borgo San Daniele,100% Friulano,Italy / Friuli-Venezia Giulia / Friuli Isonzo,Northern Italy White,13.5,Contains sulfites,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/7Pi6kQEqScysQCqWhrb6xA_pb_x600.png,https://www.vivino.com//JP/en/borgo-san-daniele-friulano/w/1288242?year=2019&price_id=26924629,73.30423529411765,54.36922352941176,23.983529411764707,57.771764705882354,0.0
127,Capricho Val de Paxariï§_s Godello,2018,White wine,Blend,3.9,43 ratings,"ï§3,300","33,820",Gancedo,"Godello, Doï§_ Blanca",Spain / Castilla y Leï§_ / Bierzo,,13.5,Contains sulfites,,//images.vivino.com/thumbs/SJlY6jy3TxWY8Tgc-0E25Q_pb_x600.png,https://www.vivino.com//JP/en/gancedo-capricho-val-de-paxarinas-godello/w/1254249?year=2018&price_id=28702030,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
128,Rosso,2020,Red wine,Blend,3.9,44 ratings,"ï§2,695","27,620",Ca' Momi,"Cabernet Sauvignon, Merlot, Zinfandel, Petite Sirah",United States / California / North Coast / Napa County / Napa Valley,Californian Red Blend,13.9,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/Ll-z3qKFRHeKpYYqFEHeew_pb_x600.png,https://www.vivino.com//JP/en/ca-momi-rosso/w/2009078?year=2020&price_id=28683282,100.0,55.65188235294118,6.829141176470589,73.24764705882353,0.0
129,Menagerie of the Barossa Grenache - Shiraz - Mataro,2019,Red wine,Blend,3.9,43 ratings,"ï§3,000","30,746",Dandelion Vineyards,"Shiraz/Syrah, Grenache, Mataro",Australia / South Australia / Barossa / Barossa Valley,Australian Rhï§_e Blend Red,14.5,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/p9KH9gBRRce98ciVhI821w_pb_x600.png,https://www.vivino.com//JP/en/dandelion-vineyards-menagerie-of-the-barossa-grenache-shiraz-mataro/w/1645945?year=2019&price_id=29507589,100.0,50.11023529411764,7.595776470588236,50.79835294117648,0.0
130,Reserve Sauvignon Blanc,2021,White wine,Sauvignon Blanc,3.9,43 ratings,"ï§3,080","31,566",Lawson's Dry Hills,Sauvignon Blanc,New Zealand / South Island / Marlborough,New Zealand Sauvignon Blanc,13.5,Contains sulfites,"['Shellfish', 'Vegetarian', 'Goat cheese']",//images.vivino.com/thumbs/BGswzbSATfKBtCGeeKpJ5w_pb_x600.png,https://www.vivino.com//JP/en/lawson-s-dry-hills-reserve-sauvignon-blanc/w/1716033?year=2021&price_id=27664962,40.02682352941176,54.36922352941176,13.670588235294115,87.72376470588236,0.0
131,Rï§_erve Brut Champagne,2016,Sparkling wine,Pinot Noir,3.8,2853 ratings,"ï§8,033","82,327",Duval-Leroy,100% Pinot Noir,France / Champagne,French Champagne,12.0,"Contains sulfites, egg allergens, milk allergens","['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",//images.vivino.com/thumbs/dJVUZ_xjS9WA5qVMMwQKwg_pb_x600.png,https://www.vivino.com//JP/en/champagne-duval-leroy-reserve-brut-champagne/w/3715162?price_id=26583511,72.92929411764706,54.36922352941176,15.969529411764706,86.41129411764706,88.11964705882355
132,Silice Malbec Cahors,2020,Red wine,Malbec,3.9,43 ratings,"ï§4,190","42,942",Chï§_eau Les Croisille,Malbec,France / South West France / Haut-Pays / Cahors,Southwest France Malbec,13.5,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/0b69dit8SJ2LxcqY4Trnew_pb_x600.png,https://www.vivino.com//JP/en/croisille-silice-malbec-cahors/w/3831252?year=2020&price_id=28830582,73.04176470588236,54.49705882352941,7.255023529411765,54.27482352941177,0.0
133,Parts & Labor,2020,Red wine,Blend,3.9,43 ratings,"ï§3,135","32,129",Folk Machine,"Shiraz/Syrah, Grenache, Carignan",United States / California,Californian Rhï§_e Blend Red,12.8,Contains sulfites,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",//images.vivino.com/thumbs/pfX-dyBrTTqKLNnoh0Tf4g_pb_x600.png,https://www.vivino.com//JP/en/folk-machine-parts-labor/w/2370818?year=2020&price_id=29109912,100.0,71.7855294117647,6.676247058823529,68.56176470588235,0.0
134,Bourgogne Pinot Noir,2020,Red wine,Pinot Noir,3.9,50 ratings,"ï§3,850","39,457",Domaine Francois d'Allaines,100% Pinot Noir,France / Bourgogne,Burgundy Cï§_e de Beaune Red,13.5,Contains sulfites,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",//images.vivino.com/thumbs/L_y1FsGDSz6yjcaWmPAWZw_pb_x600.png,https://www.vivino.com//JP/en/dallaines-francois-bourgogne-pinot-noir/w/1391944?year=2020&price_id=28197160,38.05752941176471,28.499764705882352,3.2818470588235296,82.44811764705882,0.0
135,Grenache,2012,Red wine,Grenache,3.9,44 ratings,"ï§7,700","78,914",Margerum,Grenache,United States / California / Central Coast / Santa Barbara County,,13.5,Contains sulfites,,//images.vivino.com/thumbs/oya5bEnLSpOdk73xGy4V1A_150x200.jpg,https://www.vivino.com//JP/en/margerum-wine-company-grenache/w/8289?year=2012&price_id=27520376,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,0.0
136,Aubaine Chardonnay,2018,White wine,Chardonnay,3.9,44 ratings,"ï§3,300","33,820",Scorpo,Chardonnay,Australia / Victoria / Port Phillip / Mornington Peninsula,Australian Chardonnay,13.5,Contains sulfites,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",//images.vivino.com/thumbs/Mc3EZWhiQvSNXcv2ievQOg_pb_x600.png,https://www.vivino.com//JP/en/scorpo-mornington-peninsula-aubaine-chardonnay/w/1526476?year=2018&price_id=27995759,65.01635294117648,54.36922352941176,8.891329411764707,59.67376470588236,0.0
137,Zinfandel,2019,Red wine,Zinfandel,3.9,44 ratings,"ï§3,542","36,301",The Federalist,100% Zinfandel,United States / California / Central Valley / Lodi,Californian Zinfandel,14.1,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/-K9EclZNRQyuDoCnbRze1g_pb_x600.png,https://www.vivino.com//JP/en/federalist-zinfandel/w/3162215?year=2019&price_id=28624444,100.0,34.86094117647059,35.51352941176471,16.646588235294118,0.0
138,Cepa a Cepa,2015,Red wine,Tempranillo,3.9,44 ratings,"ï§7,700","78,914",Proelio,100% Tempranillo,Spain / Rioja,Spanish Rioja Red,14.5,Contains sulfites,"['Beef', 'Lamb', 'Veal', 'Poultry']",//images.vivino.com/thumbs/ab5H4ae5Qbec8Wd4UV8gjA_pb_x600.png,https://www.vivino.com//JP/en/es-proelio-cepa-a-cepa/w/4048745?year=2015&price_id=25534406,70.40141176470588,77.12011764705882,15.969529411764706,78.6524705882353,0.0
139,Schenkenbichl Grï§_er Veltliner,2016,White wine,Grï§_er Veltliner,3.9,44 ratings,"ï§6,765","69,332",Weszeli,Grï§_er Veltliner,Austria / Weinland / Niederï§_terreich / Kamptal,Austrian Grï§_er Veltliner,13.0,Contains sulfites,"['Pork', 'Vegetarian', 'Poultry', 'Lean fish', 'Cured Meat']",//images.vivino.com/thumbs/CrAuGMYfTRaL188O5UQg-A_pb_x600.png,https://www.vivino.com//JP/en/weszeli-schenkenbichl-gruner-veltliner/w/2047998?year=2016&price_id=26249058,31.75047058823529,54.36922352941176,9.068988235294118,76.5624705882353,0.0
140,? La Venvole,2019,Red wine,Blend,3.9,44 ratings,"ï§4,568","46,816",Cï§_ï§_e,"Shiraz/Syrah, Grenache, Mourvedre, Carignan",France / Languedoc-Roussillon / Faugï§_es,Languedoc-Roussillon Red,13.5,Contains sulfites,"['Beef', 'Pasta', 'Veal']",//images.vivino.com/thumbs/Us0RvvE8R2mPAUuV_nWjmQ_pb_x600.png,https://www.vivino.com//JP/en/cbne-a-la-venvole/w/8675461?year=2019&price_id=27448679,59.105411764705885,49.74670588235294,17.128235294117648,70.08576470588235,0.0
141,Qwam Qwmt Cabernet Sauvignon,2018,Red wine,Cabernet Sauvignon,3.9,44 ratings,"ï§6,050","62,004",Nk'Mip Cellars (Inkameep),Cabernet Sauvignon,Canada / British Columbia / Okanagan Valley,Canadian Cabernet Sauvignon,14.8,Contains sulfites,"['Beef', 'Lamb', 'Poultry']",//images.vivino.com/thumbs/lIo_a07pSMCuXyAkjrw8zg_pb_x600.png,https://www.vivino.com//JP/en/nkmip-cellars-inkameep-okanagan-valley-qwam-qwmt-cabernet-sauvignon/w/1386693?year=2018&price_id=26006552,82.34811764705883,73.73423529411765,10.738117647058823,59.76976470588235,0.0
