wine_id,name,wine_type,rating_mean,rating_num,kprice,Alcohol_content,Pairings,Light_Bold,Smooth_Tannic,Dry_Sweet,Soft_Acidic,vintage,grape_simple,Winery,Grapes,Region,Wine style,Allergens,imgurl,link
512,Erse Etna Rosso,Red,3.8,141,34845.0,13.5,"['Beef', 'Pasta', 'Lamb']",80.83129411764706,52.48282352941177,22.308117647058825,47.10623529411765,2019,Nerello Mascalese,Tenuta di Fessina,Nerello Mascalese,Italy / Terre Siciliane / Etna,Southern Italy Red,Contains sulfites,https://images.vivino.com/thumbs/pIx_7L4JT062aWAtfjh_iA_pb_x600.png,https://www.vivino.com//JP/en/fessina-erse-etna-rosso/w/1161026?year=2019&price_id=27860842
513,7th Son Grenache - Shiraz,Red,3.9,140,53744.0,14.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2017,Grenache,Mitolo,100% Grenache,Australia / South Australia / Fleurieu / McLaren Vale,,Contains sulfites,https://images.vivino.com/thumbs/HtiYDiEQSr6QSD1qFhtAyw_pb_x600.png,https://www.vivino.com//JP/en/mitolo-seven-th-son-grenache-shiraz/w/2649820?year=2017&price_id=29017445
514,Langhe,Red,3.9,147,51858.0,15.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.79329411764706,54.25505882352941,16.384,36.347058823529416,2017,Blend,Aldo Conterno,"80% Freisa, 10% Cabernet Sauvignon, 10% Merlot",Italy / Piemonte / Langhe,Northern Italy Red,Contains sulfites,https://images.vivino.com/thumbs/uvxWohA5RPq2LEeV687mIQ_pb_x600.png,https://www.vivino.com//JP/en/aldo-conterno-langhe/w/75327?year=2017&price_id=26725456
515,Salina Bianco,White,3.9,148,51407.0,12.5,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",66.56376470588235,54.36922352941176,7.150988235294117,46.16494117647059,2020,Grillo,Hauner,Grillo,Italy / Terre Siciliane / Salina,Southern Italy White,Contains sulfites,https://images.vivino.com/thumbs/SI7IhtETT-aHtzBDgafZ2w_pb_x600.png,https://www.vivino.com//JP/en/carlo-hauner-salina-bianco/w/92987?year=2020&price_id=29422804
516,Pï§_illant Montlouis-sur-Loire,Sparkling,3.9,149,47882.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2015,Chenin Blanc,Le Rocher des Violettes,100% Chenin Blanc,France / Loire Valley / Middle Loire / Touraine / Montlouis-sur-Loire,,Contains sulfites,https://images.vivino.com/thumbs/FWCtBI0IR2i6gSjlqIc6PA_pb_x600.png,https://www.vivino.com//JP/en/le-rocher-des-violettes-petillant-montlouis-sur-loire/w/1302737?year=2015&price_id=25837698
517,Sauvignon Blanc,White,3.9,148,46221.0,13.9,"['Shellfish', 'Vegetarian', 'Goat cheese']",50.090235294117655,54.36922352941176,2.9786235294117644,80.46635294117647,2018,Sauvignon Blanc,Whitehall Lane,100% Sauvignon Blanc,United States / California / North Coast / Napa County / Napa Valley / Rutherford,Californian Sauvignon Blanc,Contains sulfites,https://images.vivino.com/thumbs/9mgdBZlTRo-kihS9he5_LQ_pb_x600.png,https://www.vivino.com//JP/en/whitehall-lane-winery-sauvignon-blanc/w/1799466?year=2018&price_id=23527022
518,Tesouro da Sï§ Private Selection,Red,3.8,111,22547.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",72.21223529411765,69.82870588235293,22.324470588235293,70.58658823529413,2017,Touriga Nacional,UDACA,100% Touriga Nacional,Portugal / Beiras / Dï§_,Portuguese Dï§_ Red,Contains sulfites,https://images.vivino.com/thumbs/HNbt-BGVTuyIgIVTinuotw_pb_x600.png,https://www.vivino.com//JP/en/udaca-tesouro-da-se-private-selection/w/2478242?year=2017&price_id=26655634
519,The Lucky Lizard Chardonnay,White,3.8,99,33595.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",64.68694117647058,54.36922352941176,13.722588235294117,60.753882352941176,2018,Chardonnay,d'Arenberg,Chardonnay,Australia / South Australia / Mount Lofty Ranges / Adelaide Hills,Australian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/P28v6yXpSf-gSrCWoC-EEQ_pb_x600.png,https://www.vivino.com//JP/en/d-arenberg-the-lucky-lizard-chardonnay/w/13394?year=2018&price_id=26506127
520,Algazarra Signature Reserva,Red,3.8,109,15783.0,13.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",70.77482352941176,46.02905882352941,26.367529411764707,41.67517647058824,2019,Blend,Casa Santos Lima,"Touriga Nacional, Castelao, Shiraz/Syrah, Cabernet Sauvignon",Portugal / Lisboa,Southern Portugal Red,Contains sulfites,https://images.vivino.com/thumbs/TNQNQEHmRW2byiDFCEFTcA_pb_x600.png,https://www.vivino.com//JP/en/casa-santos-lima-algazarra-signature-reserva/w/5885599?year=2019&price_id=29005081
521,Gletscherschliff Riesling,White,3.7,27,51858.0,13.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.41505882352941,54.36922352941176,17.729411764705883,71.68541176470589,2019,Riesling,Weingut Unterortl - Castel Juval,Riesling,Italy / Trentino-Alto Adige / Sï§_tirol - Alto Adige,Northern Italy White,Contains sulfites,https://images.vivino.com/thumbs/f-ovIV-kSy6efCyCnyBS9Q_150x200.jpg,https://www.vivino.com//JP/en/castel-juval-gletscherschliff-riesling/w/5344414?year=2019&price_id=26250394
522,Cuvï§_ Vieilles Vignes Marsannay,Red,3.7,28,48476.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",49.375058823529415,37.12411764705882,15.969529411764706,88.12494117647059,2019,Pinot Noir,Domaine Collotte,Pinot Noir,France / Bourgogne / Cï§_e de Nuits / Marsannay,Burgundy Cï§_e de Nuits Red,Contains sulfites,https://images.vivino.com/thumbs/gijssNEvR3KFe2BDydZ-Dg_pb_x600.png,https://www.vivino.com//JP/en/domaine-collotte-cuvee-vieilles-vignes-marsannay/w/2113581?year=2019&price_id=27089888
523,Les Perruches,White,3.7,28,52985.0,13.5,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",30.058823529411768,54.36922352941176,3.156858823529412,100.0,2019,Chenin Blanc,Thomas Frissant,Chenin Blanc,France / Loire Valley / Middle Loire / Touraine / Touraine-Amboise,Loire Chenin Blanc,Contains sulfites,https://images.vivino.com/thumbs/XkJAxf5-Qi-rYCz4BKCJKQ_pb_x600.png,https://www.vivino.com//JP/en/thomas-frissant-les-perruches/w/9045244?year=2019&price_id=26513367
524,Libalis Rosï§,Rosï§,3.7,28,20292.0,12.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Blend,Castillo de Maetierra,"Garnacha, Moscatel",Spain / Navarra / Valles de Sadacia,,Contains sulfites,https://images.vivino.com/thumbs/rMmlUG8MSBuV5iZBwrM5NQ_pb_x600.png,https://www.vivino.com//JP/en/castillo-de-maetierra-libalis-rose/w/99083?year=2018&price_id=25476824
525,Chardonnay,White,3.7,28,33820.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",64.0909411764706,54.36922352941176,17.754,57.49317647058824,2018,Chardonnay,Flat Rock Cellars,100% Chardonnay,Canada / Ontario / Niagara Peninsula / Niagara Escarpment - Ontario / Twenty Mile Bench,Canadian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/6d80i_-JTgeiVK0I42nLdQ_pb_x600.png,https://www.vivino.com//JP/en/flat-rock-cellars-chardonnay/w/2189018?year=2018&price_id=22676994
526,Soleyane Rouge Lï§_er,Red,3.7,30,42942.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Blend,Mathieu Apffel,"Pinot Noir, Mondeuse Noire",France / Savoie,,Contains sulfites,https://images.vivino.com/thumbs/gSd8q5zhTKy0DnwiiMQmZQ_150x200.jpg,https://www.vivino.com//JP/en/mathieu-apffel-soleyane-rouge-leger/w/10277720?year=2020&price_id=29028361
527,Cabernet Sauvignon,Red,3.7,29,27056.0,12.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",95.81635294117648,57.86752941176471,7.763047058823529,50.92011764705882,2020,Cabernet Sauvignon,Alias,100% Cabernet Sauvignon,United States / California,Californian Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/gAb-LV8TTRye0Ku26X-Tpg_pb_x600.png,https://www.vivino.com//JP/en/alias-cabernet-sauvignon/w/1183973?year=2020&price_id=29126521
528,Chardonnay,White,3.7,30,28184.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",62.70905882352942,54.36922352941176,18.847764705882355,66.26823529411766,2019,Chardonnay,Delta,Chardonnay,New Zealand / South Island / Marlborough,New Zealand Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/exuzYUw6TxWoxT6t7Iunaw_pb_x600.png,https://www.vivino.com//JP/en/delta-wine-company-ltd-chardonnay-je48d/w/6425889?year=2019&price_id=27481598
529,Syrah,Red,3.7,30,39457.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",95.05035294117648,60.8584705882353,7.0289882352941175,50.312000000000005,2018,Shiraz/Syrah,The Paring,100% Shiraz/Syrah,United States / California / Central Coast / Santa Barbara County / Santa Ynez Valley,Californian Syrah,Contains sulfites,https://images.vivino.com/thumbs/a_EwmlpZSCi0M3f3U70jAQ_pb_x600.png,https://www.vivino.com//JP/en/the-paring-syrah/w/4257696?year=2018&price_id=27515302
530,Canaiolo,Red,3.7,30,76660.0,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",52.72258823529412,42.04517647058824,15.969529411764706,52.99858823529412,2015,Canaiolo Nero,Castello della Paneretta,Canaiolo Nero,Italy / Toscana,Tuscan Red,Contains sulfites,https://images.vivino.com/thumbs/oMxqdNNgSGqMTt2qJsBSgQ_pb_x600.png,https://www.vivino.com//JP/en/castello-della-paneretta-canaiolo/w/1212395?year=2015&price_id=26250403
531,Gamay,Red,3.7,31,38330.0,13.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",65.63223529411765,47.55611764705883,14.395058823529412,31.68894117647059,2019,Gamay,D&D Maison Agricole,Gamay,Italy / Valle d'Aosta,Northern Italy Red,Contains sulfites,https://images.vivino.com/thumbs/LPNz59vFTvylWkp66wwOuA_pb_x600.png,https://www.vivino.com//JP/en/dandd-maison-agricole-vallee-d-aoste-gamay-s432f2/w/2243057?year=2019&price_id=27283276
532,Village Shiraz,Red,3.7,32,36075.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",88.26952941176471,58.09670588235294,20.584823529411764,51.496941176470585,2017,Shiraz/Syrah,Yering Station,100% Shiraz/Syrah,Australia / Victoria / Port Phillip / Yarra Valley,Australian Shiraz,Contains sulfites,https://images.vivino.com/thumbs/6ecXPtR4RDOom1t-v-1VQg_pb_x600.png,https://www.vivino.com//JP/en/yering-station-village-shiraz-yarra-valley/w/6002025?year=2017&price_id=26506228
533,Blanco,White,3.7,33,20292.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Blend,El Angosto,"Chardonnay, Sauvignon Blanc, Verdejo, Moscatel de grano menudo",Spain / Valencia,,Contains sulfites,https://images.vivino.com/thumbs/aj5e-OQqTAavWh4TO-wZ_Q_pb_x600.png,https://www.vivino.com//JP/en/angosto-blanco/w/1215336?year=2020&price_id=29557580
534,Iglesia Vieja Crianza,Red,3.7,33,21420.0,13.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",80.60870588235294,57.59258823529412,15.969529411764706,61.23211764705883,2017,Blend,La Purisima,"Monastrell, Cabernet Sauvignon, Tempranillo",Spain / Murcia,Spanish Red,Contains sulfites,https://images.vivino.com/thumbs/r6-t1yU4TBifBb2VKnN4QQ_pb_x600.png,https://www.vivino.com//JP/en/la-purisima-iglesia-vieja-crianza/w/1176097?year=2017&price_id=26964502
535,Bourgogne-Aligotï§,White,3.7,33,39457.0,13.5,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",79.41176470588236,54.36922352941176,15.969529411764706,65.95976470588236,2018,Aligotï§,Domaine Bernard Moreau et Fils,Aligotï§,France / Bourgogne / Bourgogne Aligotï§,Burgundy White,Contains sulfites,https://images.vivino.com/thumbs/JxLrDAIeSq2z0wcNbQofGw_150x200.jpg,https://www.vivino.com//JP/en/domaine-bernard-moreau-et-fils-bourgogne-aligote/w/2728719?year=2018&price_id=26753738
536,Blauburgunder - Pinot Nero,Red,3.7,35,32283.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",33.65352941176471,27.46929411764706,5.806176470588236,75.6629411764706,2021,Pinot Nero,Tramin,100% Pinot Nero,Italy / Trentino-Alto Adige / Sï§_tirol - Alto Adige,Northern Italy Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/30TVJdC5TLSwmojBypxkKQ_pb_x600.png,https://www.vivino.com//JP/en/tramin-blauburgunder-pinot-nero/w/2017119?year=2021&price_id=29538587
537,Ca' Vegar Renaldo Valpolicella Classico Superiore,Red,3.7,34,24351.0,13.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",45.638823529411766,42.04305882352941,5.749529411764707,72.8589411764706,2018,Blend,Cantina di Castelnuovo del Garda,"Corvina, Rondinella, Corvinone",Italy / Veneto / Valpolicella / Valpolicella Classico,Italian Valpolicella Red,Contains sulfites,https://images.vivino.com/thumbs/uUMuomekQgSp3orcs256Ew_pb_x600.png,https://www.vivino.com//JP/en/castelnuovo-del-garda-ca-vegar-renaldo-valpolicella-classico-superiore/w/8483978?year=2018&price_id=26633788
538,Sauvignon Blanc,White,3.7,34,22096.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2019,Sauvignon Blanc,Alira,Sauvignon Blanc,Romania / Murfatlar,,Contains sulfites,https://images.vivino.com/thumbs/lEQClcGeSrS4cKhG16s9Kw_pb_x600.png,https://www.vivino.com//JP/en/alira-sauvignon-blanc/w/4790799?year=2019&price_id=25900802
539,Andlau Riesling,White,3.7,34,30746.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Vegetarian', 'Cured Meat']",44.88717647058824,54.36922352941176,34.93270588235294,95.3750588235294,2020,Riesling,Guy Wach - Domaine des Marronniers,100% Riesling,France / Alsace,Alsace Riesling,Contains sulfites,https://images.vivino.com/thumbs/K-FqWVi6TwON7LAkSXV6Qg_pb_x600.png,https://www.vivino.com//JP/en/guy-wach-domaine-des-marronniers-andlau-riesling-alsace/w/1224187?year=2020&price_id=26439741
540,Woodcutter's Semillon,White,3.7,35,40585.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Sï§_illon,Torbreck,100% Sï§_illon,Australia / South Australia / Barossa / Barossa Valley,,Contains sulfites,https://images.vivino.com/thumbs/eVPsVKDHThyb_Y0vgebPWQ_pb_x600.png,https://www.vivino.com//JP/en/torbreck-woodcutter-s-semillon/w/1805226?year=2020&price_id=26725529
541,Chardonnay,White,3.7,35,29311.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",97.42152941176472,54.36922352941176,41.60705882352941,53.38258823529412,2020,Chardonnay,District 7,100% Chardonnay,United States / California / Central Coast / Monterey County / Monterey,Californian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/8pqXgueOQr6YYzKebn00gw_pb_x600.png,https://www.vivino.com//JP/en/district-7-chardonnay/w/2293158?year=2020&price_id=28777308
542,Albariï§_,White,3.7,35,28696.0,13.5,"['Pasta', 'Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",10.751552941176472,54.36922352941176,50.57694117647059,64.40870588235295,2018,Albariï§_,Just B,100% Albariï§_,Spain / Galicia / Rï§_s Baixas,Spanish Albariï§_,Contains sulfites,https://images.vivino.com/thumbs/4T3B0E6ATMmIlpS4Ak51Bw_pb_x600.png,https://www.vivino.com//JP/en/just-b-albarino/w/6251921?year=2018&price_id=26439711
543,Les Sorciï§_es Cï§_es du Roussillon Blanc,White,3.7,35,44120.0,12.5,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",48.54717647058824,54.36922352941176,15.969529411764706,55.46094117647059,2020,Blend,Domaine du Clos des Fï§_s,"Roussanne, Macabeo, Vermentino",France / Languedoc-Roussillon / Cï§_es du Roussillon,Languedoc-Roussillon White,Contains sulfites,https://images.vivino.com/thumbs/mPhmXjvFT4moeyeDo2PKRA_pb_x600.png,https://www.vivino.com//JP/en/domaine-du-clos-des-fees-les-sorcieres-cotes-du-roussillon-blanc/w/5291165?year=2020&price_id=28016467
544,DAMA Cerasuolo d'Abruzzo,Rosï§,3.7,36,26380.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Montepulciano,Marramiero,Montepulciano,Italy / Abruzzo / Cerasuolo d'Abruzzo,,Contains sulfites,https://images.vivino.com/thumbs/O2ABc3vMQSeqXwT8VkjTdQ_pb_x600.png,https://www.vivino.com//JP/en/marramiero-dama-cerasuolo-d-abruzzo-cerasuolo-dabruzzo/w/7039769?year=2020&price_id=27127800
545,Atlantis Treixadura,White,3.7,37,25929.0,12.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Treixadura,Castillo de Maetierra,100% Treixadura,Spain / Galicia / Ribeiro,,Contains sulfites,https://images.vivino.com/thumbs/Rt9NXXDnS5K3XCK__7dSrA_pb_x600.png,https://www.vivino.com//JP/en/castillo-de-maetierra-atlantis-treixadura/w/4220633?year=2018&price_id=25749856
546,Meriggio,White,3.7,37,39457.0,13.0,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",50.43882352941176,54.36922352941176,24.482235294117647,77.21541176470588,2020,Sauvignon Blanc,Fontodi,100% Sauvignon Blanc,Italy / Toscana / Colli della Toscana Centrale,Central Italy White,Contains sulfites,https://images.vivino.com/thumbs/zVr6ImgsSEy6alaDzysw6A_pb_x600.png,https://www.vivino.com//JP/en/tenuta-fontodi-meriggio/w/1716438?year=2020&price_id=28641381
547,Merlot,Red,3.7,40,31566.0,13.9,"['Beef', 'Lamb', 'Veal']",77.82529411764706,22.35247058823529,22.18035294117648,13.82129411764706,2020,Merlot,Ca' Momi,100% Merlot,United States / California / North Coast / Napa County / Napa Valley,Californian Merlot,Contains sulfites,https://images.vivino.com/thumbs/kgjEcojrTpOuajeXEGoRYA_pb_x600.png,https://www.vivino.com//JP/en/ca-momi-merlot/w/2000233?year=2020&price_id=27137497
548,Vertigo Blanc,White,3.7,39,30438.0,13.5,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",50.16494117647059,54.36922352941176,15.969529411764706,52.12211764705883,2020,Blend,Mas Amiel,"Marsanne, Grenache Blanc, Macabeo, Roussanne",France / Languedoc-Roussillon / Cï§_es du Roussillon,Languedoc-Roussillon White,Contains sulfites,https://images.vivino.com/thumbs/TWkkELlDTQyBzv_EbnXicA_pb_x600.png,https://www.vivino.com//JP/en/mas-amiel-vertigo-blanc/w/2388193?year=2020&price_id=27067750
549,Chardonnay,White,3.7,27,25929.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",94.11811764705882,54.36922352941176,50.0555294117647,51.05717647058824,2020,Chardonnay,Submission,Chardonnay,United States / California,Californian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/j6OOUygsSoiJqUGYlbfo8A_pb_x600.png,https://www.vivino.com//JP/en/submission-chardonnay/w/7120213?year=2020&price_id=27563869
550,Talento 46 Millesimato Brut,Sparkling,3.7,27,35870.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2016,Chardonnay,Peri Bigogno,Chardonnay,Italy / Lombardia,,Contains sulfites,https://images.vivino.com/thumbs/r8IIT6jnTHiBt86nAGkL-g_pb_x600.png,https://www.vivino.com//JP/en/peri-it-peri-46-talento-brut-millesimato/w/1414448?year=2016&price_id=26439701
551,Piandorino,Red,3.7,38,67190.0,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",55.658235294117645,43.52,13.689176470588237,56.026941176470594,2018,Sangiovese,Pian dell'Orino,Sangiovese,Italy / Toscana,Tuscan Red,Contains sulfites,https://images.vivino.com/thumbs/-L1cWPNVRpSEgy3bg8KYJA_pb_x600.png,https://www.vivino.com//JP/en/pian-dellorino-piandorino/w/1193957?year=2018&price_id=27344923
552,Zinfandel,Red,3.7,26,50731.0,13.5,"['Beef', 'Lamb', 'Poultry']",100.0,34.925294117647056,19.09505882352941,19.59270588235294,2018,Zinfandel,County Line,Zinfandel,United States / California / North Coast / Sonoma County / Russian River Valley,Californian Zinfandel,Contains sulfites,https://images.vivino.com/thumbs/Qb-z-9N7S36IoQC7tJBAcw_150x200.jpg,https://www.vivino.com//JP/en/county-line-zinfandel/w/1757122?year=2018&price_id=26753826
553,Colle Ozio Umbria Grechetto,White,3.6,216,65386.0,13.5,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",60.44494117647059,54.36922352941176,31.54294117647059,76.72388235294117,2018,Grechetto,Bussoletti Leonardo,Grechetto,Italy / Umbria,Central Italy White,Contains sulfites,https://images.vivino.com/thumbs/NpgVJbPpSVGZGRCRYTOzmg_pb_x600.png,https://www.vivino.com//JP/en/bussoletti-leonardo-colle-ozio-umbria-grechetto/w/1700298?year=2018&price_id=26207751
554,La Bohï§_e Act Two Dry Rosï§,Rosï§,3.6,218,38412.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Pinot Noir,De Bortoli,Pinot Noir,Australia / Victoria / Port Phillip / Yarra Valley,,Contains sulfites,https://images.vivino.com/thumbs/ZEd2cX8dS-ScXG64qXJ6UQ_pb_x600.png,https://www.vivino.com//JP/en/de-bortoli-la-boheme-act-two-dry-rose/w/1860487?year=2018&price_id=29109553
555,Saint-Estï§_he,Red,3.6,222,30746.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",90.37035294117648,91.57576470588236,7.295035294117647,78.01282352941178,2010,Blend,Belfontaine,"Cabernet Sauvignon, Cabernet Franc, Malbec, Merlot",France / Bordeaux / Mï§_oc / Saint-Estï§_he,Bordeaux Saint-Estï§_he,Contains sulfites,https://images.vivino.com/thumbs/79mpplXiQWOxGe71iEmTYw_150x200.jpg,https://www.vivino.com//JP/en/belfontaine-saint-estephe/w/6693128?year=2010&price_id=26252222
556,Ca del Vento Lambrusco Rosato,Sparkling,3.6,221,36075.0,12.0,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2016,Lambrusco,Venturini Baldini,100% Lambrusco,Italy / Emilia-Romagna / Reggiano,,Contains sulfites,https://images.vivino.com/thumbs/PpNiub0NS6GcfKxp3ztxzg_pb_x600.png,https://www.vivino.com//JP/en/venturini-baldini-ca-del-vento-lambrusco-rosato/w/5277280?price_id=26207821
557,Carte d'Or Brut Champagne,Sparkling,3.6,231,56367.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",67.29870588235293,54.36922352941176,15.969529411764706,95.01741176470588,2016,Blend,Veuve Olivier,"Pinot Blanc, Chardonnay, Pinot Noir",France / Champagne,French Champagne,Contains sulfites,https://images.vivino.com/thumbs/9fCNE5pdRLSTsNrRe3I3Ng_pb_x600.png,https://www.vivino.com//JP/en/veuve-olivier-carte-d-or-brut-champagne/w/2278578?price_id=26206883
558,Les Petites Roches Chinon,Red,3.6,233,33820.0,13.0,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2017,Cabernet Franc,Charles Joguet,100% Cabernet Franc,France / Loire Valley / Middle Loire / Touraine / Chinon,,Contains sulfites,https://images.vivino.com/thumbs/TVntB4t_SFSfVg6qLh-G5Q_pb_x600.png,https://www.vivino.com//JP/en/charles-joguet-les-petites-roches-chinon/w/10238?year=2017&price_id=26439752
559,Rosado (Malbec - Torrontï§_),Rosï§,3.6,266,16910.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Malbec,Amalaya,Malbec,Argentina / Salta,,Contains sulfites,https://images.vivino.com/thumbs/RJkCADxhQPmPKzQb9sSrOA_pb_x600.png,https://www.vivino.com//JP/en/amalaya-rosado-malbec-torrontes/w/1929809?year=2020&price_id=26506185
560,Chardonnay,White,3.6,273,24802.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",91.85611764705882,54.36922352941176,45.16,50.271764705882354,2018,Chardonnay,Ballard Lane,100% Chardonnay,United States / California / Central Coast,Californian Chardonnay,Contains sulfites,https://images.vivino.com/thumbs/eA6aFnVZSq2kF_4wEcVqyw_pb_x600.png,https://www.vivino.com//JP/en/ballard-lane-chardonnay/w/1792994?year=2018&price_id=22700705
561,Custoza,White,3.6,303,22547.0,12.5,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",68.49247058823529,54.36922352941176,31.49882352941177,59.63082352941176,2020,Blend,Cavalchina,"Pinot Blanc, Corvina, Rondinella, Molinara, Trebbiano, Garganega, Tocai Friulano",Italy / Veneto / Bianco di Custoza,Northern Italy White,Contains sulfites,https://images.vivino.com/thumbs/-LmVsrq2Q1aw890pURGS8A_pb_x600.png,https://www.vivino.com//JP/en/cavalchina-custoza/w/51484?year=2020&price_id=29201604
562,Bordeaux Blanc,White,3.6,321,35624.0,13.5,"['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",74.98152941176471,54.36922352941176,16.501764705882355,47.4164705882353,2016,Sauvignon Blanc,Chï§_eau Mont-Pï§_at,Sauvignon Blanc,France / Bordeaux,Bordeaux White,Contains sulfites,https://images.vivino.com/thumbs/mv4Nn829RA-uXnfTM70PWA_pb_x600.png,https://www.vivino.com//JP/en/mont-perat-bordeaux-blanc/w/4326237?year=2016&price_id=25887272
563,Pinot Noir,Red,3.6,351,56367.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",48.57964705882353,26.67494117647059,14.693176470588236,64.39929411764706,2013,Pinot Noir,Alta Maria,Pinot Noir,United States / California / Central Coast / Santa Barbara County / Santa Maria Valley,Californian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/q9trVTfxSUCTAVhdwUnvmA_pb_x600.png,https://www.vivino.com//JP/en/alta-maria-pinot-noir/w/2007598?year=2013&price_id=23191648
564,Chianti Classico,Red,3.6,382,26831.0,14.0,"['Beef', 'Veal', 'Poultry']",53.422823529411765,65.72470588235295,5.2721647058823535,76.31317647058825,2019,Sangiovese,Rocca di Castagnoli,Sangiovese,Italy / Toscana / Chianti / Chianti Classico,Italian Chianti,"Contains sulfites, egg allergens, milk allergens",https://images.vivino.com/thumbs/cZlNJbZcQFiE5rpm4ULqpQ_pb_x600.png,https://www.vivino.com//JP/en/rocca-di-castagnoli-chianti-classico/w/1135556?year=2019&price_id=28994531
565,Rosï§,Rosï§,3.6,402,34271.0,12.5,"['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2020,Chardonnay,Bread & Butter,Chardonnay,United States / California / North Coast / Napa County / Napa Valley,Californian Rosï§,Contains sulfites,https://images.vivino.com/thumbs/iVfp0Q_xTZmIe0IGuWT_XQ_pb_x600.png,https://www.vivino.com//JP/en/bread-and-butter-rose/w/7165949?year=2020&price_id=27783025
