wine_id,name,wine_type,rating_mean,rating_num,kprice,Alcohol_content,Pairings,Light_Bold,Smooth_Tannic,Dry_Sweet,Soft_Acidic,vintage,grape_simple,Winery,Grapes,Region,Wine style,Allergens,imgurl,link
1535,Extra-Brut Prestige Champagne Premier Cru,Sparkling,4.0,260,107611.0,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",61.731058823529416,54.36922352941176,15.969529411764706,83.08776470588235,2016,Chardonnay,Duval-Leroy,100% Chardonnay,France / Champagne / Champagne Premier Cru,French Champagne,Contains sulfites,https://images.vivino.com/thumbs/nUDqE83cRRSjlhV564-Dhg_pb_x600.png,https://www.vivino.com//JP/en/champagne-duval-leroy-extra-brut-prestige-champagne-premier-cru/w/6217467?price_id=26583513
1536,Jester Cabernet Sauvignon,Red,4.0,196,36270.0,14.5,"['Beef', 'Lamb', 'Poultry']",79.5704705882353,64.62976470588235,10.951,61.53682352941177,2018,Cabernet Sauvignon,Mitolo,100% Cabernet Sauvignon,Australia / South Australia / Fleurieu / McLaren Vale,Australian Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/tdMEom7GSniZ01t6wNTZ1g_pb_x600.png,https://www.vivino.com//JP/en/mitolo-jester-cabernet-sauvignon/w/79008?year=2018&price_id=29109552
1537,Moscatel Old Vines,White,4.0,260,27784.0,13.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2019,Moscatel de Alejandrï§_,Botani,Moscatel de Alejandrï§_,Spain / Andalucï§_ / Sierras de Mï§_aga,,"Contains sulfites, egg allergens, milk allergens",https://images.vivino.com/thumbs/DzLmMwfdTnuo17e6VJjRQg_pb_x600.png,https://www.vivino.com//JP/en/botani-moscatel-old-vines/w/1240271?year=2019&price_id=28457984
1538,Orus Primitivo,Red,4.0,263,19165.0,13.5,"['Beef', 'Pasta', 'Lamb', 'Poultry']",74.69505882352941,21.913411764705884,56.55988235294117,13.361529411764709,2020,Primitivo,Vinosia,100% Primitivo,Italy / Puglia / Salento,Southern Italy Primitivo,Contains sulfites,https://images.vivino.com/thumbs/8PE4hGLWSNSDQB0dv9VnJA_pb_x600.png,https://www.vivino.com//JP/en/vinosia-orus-primitivo/w/1680108?year=2020&price_id=28166714
1539,Pinot Grigio Valdadige Terradeiforti Colle Ara,White,4.0,272,54789.0,13.5,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",48.985294117647065,54.36922352941176,14.64164705882353,46.40635294117647,2017,Pinot Grigio,Albino Armani,100% Pinot Grigio,Italy / Trentino-Alto Adige / Valdadige / Valdadige Terradeiforti,Northern Italy Pinot Grigio,Contains sulfites,https://images.vivino.com/thumbs/VcptL2jMQxq_1EhNvRNCBQ_pb_x600.png,https://www.vivino.com//JP/en/albino-armani-viticoltori-dal-1607-pinot-grigio-valdadige-terradeiforti-colle-ara/w/1582868?year=2017&price_id=26337213
1540,Pinot Noir,Red,4.0,279,50731.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",45.96835294117647,21.59658823529412,5.892941176470589,66.8914117647059,2018,Pinot Noir,County Line,100% Pinot Noir,United States / California / North Coast / Sonoma County / Sonoma Coast,Californian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/PSfHdMFDQxmshY9-6_oFOA_pb_x600.png,https://www.vivino.com//JP/en/county-line-pinot-noir/w/1174134?year=2018&price_id=26753824
1541,Vineyard Selection Cabernet Sauvignon,Red,4.0,283,43967.0,14.2,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",100.0,60.648117647058825,6.704635294117647,50.195882352941176,2018,Cabernet Sauvignon,Eberle,100% Cabernet Sauvignon,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Californian Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/m_1SPqrOTj2ol5M9ShDWPQ_pb_x600.png,https://www.vivino.com//JP/en/eberle-vineyard-selection-cabernet-sauvignon/w/1415519?year=2018&price_id=27467661
1542,Monte dei Cocci Primitivo di Manduria,Red,4.0,283,27056.0,14.0,"['Beef', 'Pasta', 'Lamb', 'Poultry']",79.14588235294119,23.98505882352941,45.611294117647056,16.23294117647059,2017,Primitivo,Girolamo,Primitivo,Italy / Puglia / Primitivo di Manduria,Southern Italy Primitivo,Contains sulfites,https://images.vivino.com/thumbs/76zW85ZCReuubjshh0_4TQ_pb_x600.png,https://www.vivino.com//JP/en/girolamo-primitivo-di-manduria-monte-dei-cocci/w/3643299?year=2017&price_id=28443962
1543,Cannonau di Sardegna,Red,4.0,287,47349.0,15.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.28235294117648,46.13058823529412,7.640752941176471,53.074705882352944,2019,Cannonau,Antonella Corda,100% Cannonau,Italy / Sardegna / Cannonau di Sardegna,Sardinian Cannonau,Contains sulfites,https://images.vivino.com/thumbs/YtK2Y_U2TGqdbLpaj6iojg_pb_x600.png,https://www.vivino.com//JP/en/antonella-corda-cannonau-di-sardegna/w/5806103?year=2019&price_id=26207686
1544,Pouilly-Fuissï§ 'Les Vieux Murs',White,4.0,288,60877.0,13.5,"['Pasta', 'Vegetarian', 'Cured Meat']",54.03917647058824,54.36922352941176,9.481847058823533,46.93223529411765,2019,Chardonnay,Jean Loron,Chardonnay,France / Bourgogne / Mï§_onnais / Pouilly-Fuissï§,Burgundy Mï§_onnais White,Contains sulfites,https://images.vivino.com/thumbs/Llv6Mw4OTG-U95KJEhYAhA_pb_x600.png,https://www.vivino.com//JP/en/jean-loron-pouilly-fuisse-les-vieux-murs/w/1134215?year=2019&price_id=27675401
1545,Romï§_tica Crianza,Red,4.0,292,29311.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)']",72.56176470588235,64.1924705882353,13.52494117647059,66.96670588235294,2019,Tempranillo,Bodega de Bardos,100% Tempranillo,Spain / Castilla y Leï§_ / Ribera del Duero,Spanish Ribera Del Duero Red,Contains sulfites,https://images.vivino.com/thumbs/Jow91C00S3e4MelmEeJ5fA_pb_x600.png,https://www.vivino.com//JP/en/de-bardos-romantica-crianza/w/1165618?year=2019&price_id=29498401
1546,Pietra Rossa Vino Nobile di Montepulciano,Red,4.0,294,67641.0,13.5,"['Beef', 'Game (deer, venison)', 'Poultry']",65.17376470588236,68.78705882352942,15.969529411764706,75.68164705882354,2015,Blend,Contucci,"Prugnolo Gentile, Canaiolo Nero",Italy / Toscana / Vino Nobile di Montepulciano,Italian Vino Nobile Di Montepulciano,Contains sulfites,https://images.vivino.com/thumbs/GRsgcxcPTj6iD4GTRTDkBg_pb_x600.png,https://www.vivino.com//JP/en/contucci-pietra-rossa-vino-nobile-di-montepulciano/w/18185?year=2015&price_id=26207704
1547,Napa Valley Cabernet Sauvignon,Red,4.0,301,50731.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",100.0,61.28941176470588,4.20644705882353,60.64,2019,Cabernet Sauvignon,Athenaeum,Cabernet Sauvignon,United States / California / North Coast / Napa County / Napa Valley,Napa Valley Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/IYPbghpfQvexSKxyFzP3TQ_pb_x600.png,https://www.vivino.com//JP/en/athenaeum-napa-valley-cabernet-sauvignon/w/1364694?year=2019&price_id=29554533
1548,Cornerstone,Red,4.0,300,42839.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.37082352941177,72.90188235294117,8.998458823529413,75.13376470588236,2017,Blend,Reyneke,"47% Cabernet Sauvignon, 44% Cabernet Franc, 9% Merlot",South Africa / Western Cape / Coastal Region / Stellenbosch,South African Bordeaux Blend,Contains sulfites,https://images.vivino.com/thumbs/Fpvv7cdtSLCkt9c-bM9Tgw_pb_x600.png,https://www.vivino.com//JP/en/reyneke-cornerstone/w/1185981?year=2017&price_id=26852916
1549,Love You Bunches Sangiovese,Red,4.0,314,44868.0,12.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",71.23305882352942,73.83882352941177,8.899458823529413,93.1109411764706,2021,Sangiovese,Stolpman Vineyards,100% Sangiovese,United States / California / Central Coast / Santa Barbara County / Santa Ynez Valley / Ballard Canyon,Californian Sangiovese,Contains sulfites,https://images.vivino.com/thumbs/Rg6tTq6bTuC9wwE_Wdqpdg_pb_x600.png,https://www.vivino.com//JP/en/stolpman-vineyards-llc-love-you-bunches-sangiovese/w/5312313?year=2021&price_id=28662264
1550,The Riebke Shiraz,Red,4.0,199,29875.0,14.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",100.0,50.975882352941184,21.859529411764708,49.934,2019,Shiraz/Syrah,Teusner,Shiraz/Syrah,Australia / South Australia / Barossa / Barossa Valley,Australian Shiraz,"Contains sulfites, egg allergens, milk allergens",https://images.vivino.com/thumbs/-jX2vw2lSXeHxBiWxPc6wg_pb_x600.png,https://www.vivino.com//JP/en/teusner-wines-the-riebke-shiraz/w/1734751?year=2019&price_id=27664956
1551,Riesling,White,4.0,194,33820.0,12.0,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",40.84341176470589,54.36922352941176,24.91470588235294,91.46176470588236,2016,Riesling,Main Divide,100% Riesling,New Zealand / South Island / Canterbury / Waipara,New Zealand Riesling,Contains sulfites,https://images.vivino.com/thumbs/25gAFgDaQnGFFfxytQkBAA_pb_x600.png,https://www.vivino.com//JP/en/main-divide-riesling/w/1119808?year=2016&price_id=26506209
1552,Barden Pinot Noir,Red,4.1,27,163465.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",50.272000000000006,30.469764705882355,13.565764705882357,60.639647058823535,2013,Pinot Noir,Margerum,Pinot Noir,United States / California / Central Coast / Santa Barbara County / Sta. Rita Hills,Californian Pinot Noir,Contains sulfites,https://images.vivino.com/thumbs/9woFKZ-KQrq_33tW75ouWg_150x200.jpg,https://www.vivino.com//JP/en/margerum-wine-company-barden-pinot-noir/w/2231176?year=2013&price_id=27517176
1553,Pietranera Toscana,Red,4.0,165,45319.0,13.5,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",59.22952941176471,43.92505882352941,8.65535294117647,53.004823529411766,2020,Sangiovese,Piaggia,100% Sangiovese,Italy / Toscana,Tuscan Red,Contains sulfites,https://images.vivino.com/thumbs/FGgPRAMySC2N9Lv4qHiETg_pb_x600.png,https://www.vivino.com//JP/en/piaggia-pietranera-toscana/w/1190249?year=2020&price_id=25934146
1554,Jamilla's Single Vineyard Malbec Perdriel,Red,4.0,141,56367.0,13.5,"['Beef', 'Lamb', 'Poultry']",73.5250588235294,34.73235294117647,26.67494117647059,45.37494117647059,2017,Malbec,Casarena,100% Malbec,Argentina / Mendoza / Perdriel,Argentinian Malbec,Contains sulfites,https://images.vivino.com/thumbs/C8w-s_KTQMehXaTW0xRogQ_pb_x600.png,https://www.vivino.com//JP/en/casarena-jamilla-s-single-vineyard-malbec-perdriel/w/1655505?year=2017&price_id=26468333
1555,Viï§_s de Gain,Red,4.0,145,51858.0,14.5,"['Beef', 'Lamb', 'Veal', 'Poultry']",79.5335294117647,70.94094117647059,13.456352941176473,61.03894117647059,2019,Tempranillo,Artadi,100% Tempranillo,Spain / Vino de Espaï§_,Spanish Tempranillo,Contains sulfites,https://images.vivino.com/thumbs/e9aWHhSqSrC_v0AI1YiNOA_pb_x600.png,https://www.vivino.com//JP/en/artadi-vinas-de-gain-vino-de-mesa/w/49744?year=2019&price_id=29002968
1556,Ribera del Duero,Red,4.0,145,52780.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)']",77.71388235294117,66.80211764705882,9.597858823529412,70.29,2018,Blend,Finca Villacreces,"86% Tinto Fino, 10% Cabernet Sauvignon, 4% Merlot",Spain / Castilla y Leï§_ / Ribera del Duero,Spanish Ribera Del Duero Red,Contains sulfites,https://images.vivino.com/thumbs/wC4ir1OYR-CNZqFhgx3KoA_pb_x600.png,https://www.vivino.com//JP/en/finca-villacreces-ribera-del-duero/w/96045?year=2018&price_id=29463853
1557,Saint-Joseph La Source Rouge,Red,4.0,146,48476.0,14.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",86.86082352941176,57.83541176470588,3.4155411764705885,62.44870588235295,2018,Shiraz/Syrah,Ferraton Pï§_e & Fils,Shiraz/Syrah,France / Rhone Valley / Northern Rhï§_e / Saint-Joseph,Northern Rhï§_e Saint-Joseph,Contains sulfites,https://images.vivino.com/thumbs/Us6GXVGfR4q3ppUT6I1pcw_pb_x600.png,https://www.vivino.com//JP/en/ferraton-pere-fils-saint-joseph-la-source-rouge/w/77418?year=2018&price_id=27913085
1558,Chablis,White,4.0,147,47349.0,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",47.495411764705885,54.36922352941176,2.4197058823529414,79.05564705882352,2019,Chardonnay,Domaine de Chantemerle,100% Chardonnay,France / Bourgogne / Chablis,Burgundy Chablis,Contains sulfites,https://images.vivino.com/thumbs/yJEtzvC8Q6SY2QeRHedfwA_pb_x600.png,https://www.vivino.com//JP/en/domaine-de-chantemerle-chablis/w/1244618?year=2019&price_id=26757086
1559,Old Bush Vine Chenin Blanc,White,4.0,146,37202.0,13.5,"['Shellfish', 'Spicy food', 'Lean fish', 'Mild and soft cheese']",47.83823529411765,54.36922352941176,16.33929411764706,86.27317647058824,2019,Chenin Blanc,Stellenrust,Chenin Blanc,South Africa / Western Cape / Coastal Region / Stellenbosch,South African Chenin Blanc,Contains sulfites,https://images.vivino.com/thumbs/b3yYDOKQSlmEuG_mooLXRg_pb_x600.png,https://www.vivino.com//JP/en/stellenrust-old-bush-vine-chenin-blanc-stellenbosch/w/5358545?year=2019&price_id=26590857
1560,Vintage,Fortified,4.0,147,30438.0,16.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2018,Grenache,Mas Amiel,100% Grenache,France / Languedoc-Roussillon / Maury,,Contains sulfites,https://images.vivino.com/thumbs/VIzfe4DNSI2HmYzwnGcUZQ_pb_x600.png,https://www.vivino.com//JP/en/mas-amiel-vintage/w/1934825?year=2018&price_id=27067751
1561,Sauternes (Grand Cru Classï§),Dessert,4.0,148,58417.0,14.0,"['Fruity desserts', 'Blue cheese']",100.0,54.36922352941176,100.0,88.66670588235294,2011,Blend,Chï§_eau Lamothe Guignard,"90% Sï§_illon, 5% Sauvignon Blanc, 5% Muscadelle",France / Bordeaux / Sauternes,Bordeaux Sauternes,Contains sulfites,https://images.vivino.com/thumbs/HtoUFnXDRKGJ2Yf5WMr92Q_pb_x600.png,https://www.vivino.com//JP/en/chateau-lamothe-guignard-sauternes-grand-cru-classe/w/1683348?year=2011&price_id=26988681
1562,Yarden Merlot,Red,4.0,151,56367.0,14.5,"['Beef', 'Lamb', 'Veal']",76.23235294117647,45.232470588235294,11.972470588235296,28.76917647058824,2018,Merlot,Golan Heights Winery,100% Merlot,Israel / Galilee,Israeli Merlot,Contains sulfites,https://images.vivino.com/thumbs/2yDWuyPVQ9WddG95JgwFRQ_pb_x600.png,https://www.vivino.com//JP/en/golan-heights-winery-yarden-merlot-galilee/w/1151306?year=2018&price_id=27580124
1563,Dream Vintage Brut Champagne Grand Cru 'Bouzy',Sparkling,4.0,149,112284.0,13.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",78.74705882352941,54.36922352941176,15.969529411764706,87.5424705882353,2016,Chardonnay,Andre Clouet,Chardonnay,France / Champagne / Montagne de Reims / Champagne Grand Cru 'Bouzy',French Champagne,Contains sulfites,https://images.vivino.com/thumbs/ZQ2iNj1WTe6ZZgdLPVKErg_pb_x600.png,https://www.vivino.com//JP/en/champagne-andre-clouet-dream-vintage-brut-champagne-grand-cru-bouzy/w/5143755?year=2016&price_id=27765124
1564,Bourgogne Notre-Dame de Bonne Espï§_ance,Red,4.0,151,31566.0,13.5,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",32.568823529411766,19.61835294117647,15.969529411764706,72.21141176470589,2018,Pinot Noir,Domaine Dubreuil-Fontaine,Pinot Noir,France / Bourgogne,Burgundy Red,Contains sulfites,https://images.vivino.com/thumbs/uCeEJsujSL-AUYNGzb_NAg_pb_x600.png,https://www.vivino.com//JP/en/dubreuil-fontaine-bourgogne-notre-dame-de-bonne-esperance-bourgogne/w/6073358?year=2018&price_id=27681679
1565,Cabernet Sauvignon Royale,Red,4.0,158,36075.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",86.71588235294118,61.38929411764706,13.985294117647058,53.11811764705882,2018,Cabernet Sauvignon,Koyle,Cabernet Sauvignon,Chile / Central Valley / Rapel Valley / Colchagua Valley,Chilean Cabernet Sauvignon,Contains sulfites,https://images.vivino.com/thumbs/QGC4pq9-SeGddknBFeaEBA_pb_x600.png,https://www.vivino.com//JP/en/koyle-cabernet-sauvignon-royale/w/1638421?year=2018&price_id=27313840
1566,Flor de Morca,Red,4.0,162,20036.0,15.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",83.67011764705883,54.47764705882353,24.06317647058824,53.22023529411765,2020,Garnacha,Morca,100% Garnacha,Spain / Aragï§_ / Campo de Borja,Spanish Grenache,Contains sulfites,https://images.vivino.com/thumbs/-NDpQcf6SJWTi7GigLmQ0A_pb_x600.png,https://www.vivino.com//JP/en/morca-flor-de-morca/w/5792926?year=2020&price_id=29255645
1567,Lumine Moscato d'Asti,Sparkling,4.0,164,47349.0,5.0,"['Fruity desserts', 'Aperitif']",36.19788235294118,54.36922352941176,15.969529411764706,39.20117647058824,2018,Moscato Bianco,Ca' d'Gal,100% Moscato Bianco,Italy / Piemonte / Moscato d'Asti,Italian Moscato d'Asti,Contains sulfites,https://images.vivino.com/thumbs/tVCRkh0sREuNDUP6sHX2nQ_pb_x600.png,https://www.vivino.com//JP/en/ca-d-gal-lumine-moscato-d-asti/w/1256527?year=2018&price_id=26250391
1568,Amarone Della Valpolicella,Red,4.0,184,47349.0,15.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Blue cheese']",95.45329411764706,23.225882352941177,47.70211764705882,32.55905882352941,2017,Blend,Casa Defr,"Corvina, Rondinella, Molinara",Italy / Veneto / Valpolicella / Amarone della Valpolicella,Italian Amarone,Contains sulfites,https://images.vivino.com/thumbs/JAOwvWcrR9KoMUzVmcHDiw_pb_x600.png,https://www.vivino.com//JP/en/casa-defra-amarone-della-valpolicella/w/5172203?year=2017&price_id=27673416
1569,Los Arrï§_z Parcela 0,Red,4.0,165,54113.0,13.5,"['Beef', 'Pasta', 'Veal', 'Poultry']",78.09317647058823,58.60929411764706,0.6247141176470589,56.94058823529412,2015,Blend,Bodegas Arraez,"Cabernet Sauvignon, Monastrell, Garnacha Tintorera",Spain / Valencia,Spanish Red,Contains sulfites,https://images.vivino.com/thumbs/CsjNJ_q8TEClebZlDBN4eA_pb_x600.png,https://www.vivino.com//JP/en/arraez-los-arraez-parcela-0/w/6506088?year=2015&price_id=26180033
1570,Vive-la-Joie Brut,Sparkling,4.0,168,26384.0,12.0,"['Shellfish', 'Poultry', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",57.56988235294117,54.36922352941176,15.969529411764706,68.84564705882353,2014,Blend,Bailly Lapierre,"Chardonnay, Pinot Noir",France / Bourgogne / Crï§_ant de Bourgogne,French Crï§_ant,Contains sulfites,https://images.vivino.com/thumbs/x7qP1X_-R8G0_rKY6SP_Qw_pb_x600.png,https://www.vivino.com//JP/en/bailly-lapierre-vive-la-joie-brut/w/1488421?year=2014&price_id=26817533
1571,Baron' Ugo Toscana Rosso,Red,4.0,169,124008.0,13.0,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",59.6364705882353,61.13741176470588,2.1309764705882355,73.39341176470589,2013,Blend,Monteraponi,"Sangiovese, Canaiolo Nero",Italy / Toscana,Tuscan Red,Contains sulfites,https://images.vivino.com/thumbs/egVY27tVSpeTlZ5qd6L23Q_pb_x600.png,https://www.vivino.com//JP/en/monteraponi-baron-ugo-toscana-rosso/w/5903049?year=2013&price_id=25860277
1572,Colheita,Red,4.0,171,12401.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.424,64.55988235294119,14.425176470588235,66.886,2018,Blend,UDACA,"Touriga Nacional, Tinta Roriz, Alfrocheiro Preto, Jaen",Portugal / Beiras / Dï§_,Portuguese Dï§_ Red,Contains sulfites,https://images.vivino.com/thumbs/SuQ1383lQ0m1L8zgJ84biw_pb_x600.png,https://www.vivino.com//JP/en/udaca-colheita/w/1260516?year=2018&price_id=27478764
1573,Dule Cannonau di Sardegna Classico,Red,4.0,174,49603.0,14.5,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",78.57917647058824,50.57941176470588,14.852941176470589,51.79152941176471,2015,Cannonau,Gabbas,Cannonau,Italy / Sardegna / Cannonau di Sardegna,Sardinian Cannonau,Contains sulfites,https://images.vivino.com/thumbs/VEhI2z2uSzyqfWL4eOWWHw_pb_x600.png,https://www.vivino.com//JP/en/gabbas-dule-cannonau-di-sardegna-classico/w/3198615?year=2015&price_id=25934190
1574,Quinta Da Costa Das Aguaneiras,Red,4.0,173,52083.0,14.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",94.62882352941176,71.36058823529412,14.82058823529412,53.15329411764706,2017,Blend,Lavradores de Feitoria,"Touriga Nacional, Tinta Roriz",Portugal / Duriense / Douro,Portuguese Douro Red,Contains sulfites,https://images.vivino.com/thumbs/FTZi2VUYQGylgguPuZ9shA_pb_x600.png,https://www.vivino.com//JP/en/lavradores-de-feitoria-quinta-da-costa-das-aguaneiras/w/1855353?year=2017&price_id=28891702
1575,Diecianni Primitivo,Red,4.0,174,28184.0,13.5,"['Beef', 'Pasta', 'Lamb', 'Poultry']",76.9904705882353,28.494823529411768,46.98917647058824,14.266470588235295,2018,Primitivo,Feudi di Guagnano,Primitivo,Italy / Puglia / Salento,Southern Italy Primitivo,Contains sulfites,https://images.vivino.com/thumbs/5MxJDzToQIGhfjf6XVBFng_pb_x600.png,https://www.vivino.com//JP/en/feudi-di-guagnano-diecianni-primitivo/w/2021207?year=2018&price_id=27681685
1576,Yarden Gewï§_ztraminer,White,4.0,174,28747.0,14.5,0,68.88503647058823,54.36922352941176,15.969529411764706,64.47297647058824,2019,Gewï§_ztraminer,Golan Heights Winery,100% Gewï§_ztraminer,Israel / Galilee,,Contains sulfites,https://images.vivino.com/thumbs/2R34JAKDQOSerQWNU8pRzw_pb_x600.png,https://www.vivino.com//JP/en/golan-heights-winery-yarden-gewurztraminer-galilee-white-wine/w/1685146?year=2019&price_id=28816541
1577,Crozes-Hermitage,Red,4.0,179,98387.0,13.5,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",77.61976470588235,58.05223529411765,5.626764705882353,55.48647058823529,2019,Shiraz/Syrah,Domaine des Lises (Maxime Graillot),100% Shiraz/Syrah,France / Rhone Valley / Northern Rhï§_e / Crozes-Hermitage,Northern Rhï§_e Crozes-Hermitage,Contains sulfites,https://images.vivino.com/thumbs/zepDYAsGRB66AIYiKjxwkA_pb_x600.png,https://www.vivino.com//JP/en/fr-domaine-des-lises-crozes-hermitage/w/1525547?year=2019&price_id=29193470
1578,Barolo,Red,4.0,179,146104.0,14.0,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",71.37729411764705,94.86564705882354,3.743458823529412,98.2254117647059,2014,Nebbiolo,Elio Grasso,100% Nebbiolo,Italy / Piemonte / Barolo,Italian Barolo,Contains sulfites,https://images.vivino.com/thumbs/sUIlpOF2TVSMdfpsL4iBVA_pb_x600.png,https://www.vivino.com//JP/en/it-elio-grasso-barolo-barolo-red-wine/w/6359553?year=2014&price_id=25860263
1579,Balbino Vermentino di Maremma Toscana,White,4.0,179,29619.0,13.0,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",48.31894117647059,54.36922352941176,25.404235294117647,74.71000000000001,2020,Vermentino,Terenzi,100% Vermentino,Italy / Toscana / Maremma Toscana,Central Italy White,Contains sulfites,https://images.vivino.com/thumbs/cnUdRtnQQTSEPZ4PSf9iVg_pb_x600.png,https://www.vivino.com//JP/en/terenzi-balbino-vermentino-di-maremma-toscana/w/1167322?year=2020&price_id=27900714
1580,Sauternes,Dessert,4.0,182,51243.0,13.5,"['Fruity desserts', 'Blue cheese']",100.0,54.36922352941176,100.0,88.0149411764706,2017,Sï§_illon,Chï§_eau Roumieu,100% Sï§_illon,France / Bordeaux / Sauternes,Bordeaux Sauternes,Contains sulfites,https://images.vivino.com/thumbs/sjK8Z8nZR6GLDGCEvpzkNg_pb_x600.png,https://www.vivino.com//JP/en/chateau-roomieu-sauternes/w/1206525?year=2017&price_id=29024065
1581,Luna,White,4.0,185,27760.0,13.0,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",79.04729411764707,54.36922352941176,11.868117647058824,34.93611764705882,2020,Blend,Conti Zecca,"Chardonnay, Malmsey",Italy / Puglia / Salento,Southern Italy White,Contains sulfites,https://images.vivino.com/thumbs/r7yu4lDbQd2JWBeEWKxWew_pb_x600.png,https://www.vivino.com//JP/en/conti-zecca-luna/w/1119711?year=2020&price_id=26653310
1582,Woodcutter's Shiraz,Red,4.0,329,34497.0,15.0,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",100.0,55.297411764705885,26.44270588235294,50.06,2020,Shiraz/Syrah,Torbreck,100% Shiraz/Syrah,Australia / South Australia / Barossa / Barossa Valley,Australian Shiraz,Contains sulfites,https://images.vivino.com/thumbs/OEyoBP_ISjST3-Gyedxbig_pb_x600.png,https://www.vivino.com//JP/en/torbreck-woodcutter-s-shiraz/w/11798?year=2020&price_id=27874826
1583,Haus Klosterberg Pinot Blanc,White,4.0,332,29311.0,12.0,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",47.69200000000001,54.36922352941176,13.589176470588235,71.65058823529412,2019,Weissburgunder,Markus Molitor,100% Weissburgunder,Germany / Mosel,German Pinot Blanc,Contains sulfites,https://images.vivino.com/thumbs/Z4j_ea0dRziOpDnDAEmdaQ_pb_x600.png,https://www.vivino.com//JP/en/de-markus-molitor-haus-klosterberg-pinot-blanc/w/1147824?year=2019&price_id=27797949
1584,Rosï§ Solera Champagne,Sparkling,4.0,338,100334.0,12.0,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",72.5744705882353,54.36922352941176,15.969529411764706,73.88858823529412,2016,Blend,Palmer & Co.,"50% Chardonnay, 40% Pinot Noir, 10% Pinot Meunier",France / Champagne,French Champagne,Contains sulfites,https://images.vivino.com/thumbs/A-hrG_i-QhSft5pD4B7yqw_pb_x600.png,https://www.vivino.com//JP/en/palmer-rose-solera-champagne/w/8341996?price_id=28994476
1585,Cuvï§_ Prestige Brut Champagne,Sparkling,4.0,1859,90188.0,12.5,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",79.69070588235294,54.36922352941176,15.969529411764706,88.22435294117648,2016,Blend,Collard Picard,"Pinot Meunier, Pinot Noir, Chardonnay",France / Champagne,French Champagne,Contains sulfites,https://images.vivino.com/thumbs/q6kljomyRy-NwxI_NNiEXA_pb_x600.png,https://www.vivino.com//JP/en/collard-picard-cuvee-prestige-brut-champagne/w/1244658?price_id=28994484
